,Brand,Model,Trim,Manufature Year,Stock Type,Mileage,Dealer Name,Distance,Rating,Review Count,Badge Label,Price
162,Nissan,Rogue, S,2017,Used,"91,501 mi.",Sheehy Nissan of Glen Burnie,6 mi. from 21227,4.8,985 ,Good Deal,"$17,237"
163,Lincoln,MKC, Standard,2019,Used,"31,355 mi.",JBA Chevrolet Mitsubishi,6 mi. from 21227,4.5,385 ,Good Deal,"$30,000"
164,Nissan,370Z, Base,2020,Nissan Certified,"37,713 mi.",Sheehy Nissan of Glen Burnie,6 mi. from 21227,4.8,985 ,Good Deal,"$33,380"
165,Chevrolet,Cruze, 1LT,2015,Used,"73,664 mi.",WILKINS BUICK-GMC,6 mi. from 21227,4.7,681 ,Good Deal,"$12,665"
166,Toyota,Tacoma, SR,2019,Used,"92,930 mi.",Heritage Toyota Catonsville,6 mi. from 21227,4.6,"1,497 ","Great Deal | $1,131 under","$25,000"
167,Chevrolet,Tahoe, LT,2020,Used,"29,529 mi.",Heritage Toyota Catonsville,6 mi. from 21227,4.6,"1,497 ","Great Deal | $3,414 under","$52,000"
168,Subaru,WRX, Limited,2020,Used,"18,497 mi.",Wilkins Subaru,6 mi. from 21227,5.0,1 ,Good Deal,"$35,596"
169,Ford,EcoSport, SE,2018,Used,"52,068 mi.",Koons Ford of Baltimore,7 mi. from 21227,4.8,"1,600 ",Good Deal,"$19,000"
170,Toyota,Camry, LE,2016,Used,"67,508 mi.",Autoprovit,7 mi. from 21227,5.0,3 ,Great Deal | $690 under,"$16,999"
171,Lexus,ES, 350 Base,2016,Used,"54,522 mi.",CarMax Ellicott City - Now offering Curbside Pickup,8 mi. from 21227,4.5,8 ,Fair Deal,"$30,998"
172,Lexus,ES, 350 Base,2013,Used,"116,902 mi.",JBA INFINITI,8 mi. from 21227,4.7,240 ,Fair Deal,"$19,995"
173,Buick,Regal, TourX Preferred,2019,Used,"24,977 mi.",CarMax Ellicott City - Now offering Curbside Pickup,8 mi. from 21227,4.5,8 ,Great Deal | $486 under,"$28,998"
174,BMW,428, i SULEV,2016,Used,"67,159 mi.",Auto Leader,8 mi. from 21227,4.6,145 ,Fair Deal,"$29,488"
175,Chevrolet,Trax, LS,2019,Used,"30,628 mi.",CarMax Ellicott City - Now offering Curbside Pickup,8 mi. from 21227,4.5,8 ,Good Deal,"$19,998"
176,INFINITI,QX60, Base,2018,Used,"53,064 mi.",Rich Morton Mazda,9 mi. from 21227,4.6,736 ,Good Deal,"$33,988"
177,Chevrolet,Corvette, Stingray Z51,2016,Used,"21,393 mi.",Apple Ford Lincoln,9 mi. from 21227,4.5,910 ,Good Deal,"$56,000"
178,Chevrolet,Express, 3500 LS,2015,Used,"44,254 mi.",Car Corporation of Maryland,10 mi. from 21227,4.3,98 ,Fair Deal,"$29,995"
179,Volkswagen,Golf, GTI 2.0T S 4-Door,2018,Used,"86,723 mi.",Antwerpen Volkswagen,10 mi. from 21227,4.3,401 ,Good Deal,"$23,000"
