VIN,brand,model,trim,manufacture_year,mileage,transmission,drive_type,fuel_type,exterior_color,interior_color,accidents,owners,car_usage_type,price,car_age,state,MPG
 1G1FA1RX5J0151519,Chevrolet,Camaro,LS with 1LS Coupe,2018,14098, Manual,RWD,Gas,Red,Black,0,2,Personaluse,26990,4, TX,25.0
 5J8YD4H39LL041180,Acura,MDX,Standard SH-AWD,2020,10072, Automatic,AWD,Gas,Gray,Black,0,1,Personaluse,41900,2, RI,22.5
 3GCUYEEL7MG137528,Chevrolet,Silverado 1500,RST Crew Cab Short Bed 4WD,2021,14464, Automatic,4WD,Gas,Blue,Black,0,1,Personaluse,53990,1, TX,20.5
 1FT7W2BT1LED83518,Ford,Super Duty F-250,XLT Crew Cab 6.75' Box 4WD,2020,19394, Automatic,4WD,Diesel,White,Gray,0,2,Personaluse,66998,2, AZ,22.0
 1HGCV1F97JA004120,Honda,Accord,Touring 1.5T CVT,2018,21881, Automatic,FWD,Gas,White,Beige,0,1,Personaluse,31990,4, TX,32.0
 WBXHU7C57K5L11280,BMW,X1,sDrive28i FWD,2019,35701, Automatic,FWD,Gas,Silver,Black,0,1,Personaluse,30998,3, CA,27.5
 KMHD84LF7LU105791,Hyundai,Elantra,Value Edition 2.0L IVT,2020,48824, Automatic,FWD,Gas,Gray,Black,0,1,Personaluse,21998,2, FL,35.0
 5N1AT2MV6JC738765,Nissan,Rogue,SL AWD,2018,80783, Automatic,AWD,Gas,Black,Black,1,1,Personaluse,22998,4, AZ,28.5
 JF2SJAWC5JH461809,Subaru,Forester,2.5i Touring CVT,2018,27982, Automatic,AWD,Gas,Silver,Black,0,1,Personaluse,28998,4, IL,29.0
 5TFSX5EN0GX046578,Toyota,Tacoma,SR Access Cab 6.1' Bed I4 4WD Automatic,2016,71022, Automatic,4WD,Gas,Gray,Gray,0,3,Personaluse,28998,6, TX,20.5
 KNDJ23AUXN7173718,Kia,Soul,LX IVT,2022,1297, Automatic,FWD,Gas,Black,Black,0,1,Personaluse,24998,0, CA,32.0
 1GNERJKW0KJ295785,Chevrolet,Traverse,RS with 2LT FWD,2019,45515, Automatic,FWD,Gas,Black,Black,0,1,Fleetuse,37998,3, CA,22.5
 KNDPR3A6XH7184293,Kia,Sportage,SX Turbo FWD,2017,8181, Automatic,FWD,Gas,Silver,Black,0,2,Personaluse,28998,5, CA,23.5
 19VDE1F78FE009390,Acura,ILX,2.0L Automatic with Technology Package,2015,55566, Manual,FWD,Gas,Gray,Black,0,2,Fleetuse,20590,7, TX,29.5
 4T1BF1FK7EU465764,Toyota,Camry,2014 SE I4 Automatic,2014,58410, Automatic,FWD,Gas,White,Black,0,3,Personaluse,18590,8, TX,30.0
 1C6RR6MTXHS824907,Ram,1500,"Sport Crew Cab 5'7"" Box 2WD",2017,52529, Automatic,RWD,Gas,Green,Black,0,3,Fleetuse,35998,5, CA,21.0
 7FARW2H56JE022433,Honda,CR-V,EX AWD,2018,91209, Automatic,AWD,Gas,Black,Black,0,1,Personaluse,23990,4, MI,30.0
 1V2UR2CA9KC510287,Volkswagen,Atlas,V6 SE with Technology 3.6L 4MOTION,2019,44170, Automatic,AWD,Gas,White,Black,0,1,Personaluse,33990,3, WV,20.0
 5TFFY5F19JX237238,Toyota,Tundra,Limited CrewMax 5.5' Bed 5.7L V8 RWD,2018,46248, Automatic,RWD,Gas,White,Black,0,2,Personaluse,40998,4, OK,15.5
 3GKALMEV9KL109901,GMC,Terrain,SLE FWD,2019,59171, Automatic,FWD,Gas,White,Black,0,1,Personaluse,26995,3, FL,28.0
 5LMCJ3D91KUL34921,Lincoln,MKC,Reserve AWD,2019,7391, Automatic,AWD,Gas,Tan,Black,0,1,Personaluse,34930,3, CA,22.0
 1GC2KUEG9HZ350895,Chevrolet,Silverado 2500HD,WT Double Cab Standard Box 4WD,2017,123806, Automatic,4WD,Gas,White,Gray,0,1,Personaluse,31998,5, FL,13.5
 3C63R3ML4JG231237,Ram,3500,"Laramie Mega Cab 6'4"" Box 4WD",2018,48885, Automatic,4WD,Diesel,Black,Black,1,1,Personaluse,66499,4, TN,24.5
 KL4CJASB1JB581605,Buick,Encore,Preferred FWD,2018,26560, Automatic,FWD,Gas,White,Black,0,1,Personaluse,21590,4, MD,29.0
 1FM5K7D87EGB23281,Ford,Explorer,XLT FWD,2014,60234, Automatic,FWD,Gas,Gray,Black,0,2,Personaluse,21990,8, TX,20.5
 1FTEW1EB6KFD28835,Ford,F-150,XL SuperCrew 5.5' Box 4WD,2019,39571, Automatic,4WD,Gas,Red,Gray,0,1,Personaluse,33999,3, TX,20.5
 W1W4ECHY6LT035437,Mercedes-Benz,Sprinter  ,"2500 High Roof 170"" V6 RWD",2020,17, Automatic,RWD,Diesel,White,Black,0,1,Fleetuse,56995,2, SC,21.0
 1FTEW1E59JFE61212,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,2018,12791, Automatic,4WD,Gas,White,Gray,0,1,Personaluse,44959,4, LA,20.5
 2GNAX5EV2L6143018,Chevrolet,Equinox,AWD 4dr LS w/1FL,2020,77483, Automatic,AWD,Gas,Gray,Gray,0,1,Fleetuse,20510,2, MS,27.5
 KNDJN2A21F7203349,Kia,Soul,Base Automatic,2015,99951, Automatic,FWD,Gas,Gray,Black,0,2,Personaluse,13990,7, NY,27.0
 WBXYJ3C58KEP77608,BMW,X2,sDrive28i,2019,47223, Automatic,FWD,Gas,Black,Black,0,1,Personaluse,28998,3, CA,27.5
 1G1FA1RX7K0149935,Chevrolet,Camaro,LS with 1LS Coupe,2019,10173, Manual,RWD,Gas,Gray,Black,0,1,Personaluse,28998,3, TX,25.0
 2T1BURHE2GC510898,Toyota,Corolla,L Automatic,2016,42125, Automatic,FWD,Gas,Silver,Gray,1,2,Personaluse,14999,6, NJ,31.5
 1GYS4DKJ3JR278098,Cadillac,Escalade,Platinum 4WD,2018,31014, Automatic,4WD,Gas,Black,Black,0,2,Personaluse,63750,4, FL,17.5
 1C4RJFBG6KC750361,Jeep,Grand Cherokee,Limited 4WD,2019,40868, Automatic,4WD,Gas,Red,Black,1,1,Personaluse,32406,3, WI,21.5
 1FMCU9GD4JUD25710,Ford,Escape,SE 4WD,2018,62134, Automatic,4WD,Gas,White,Black,0,1,Fleetuse,18985,4, TX,25.0
 JF2SKARC3LH544568,Subaru,Forester,2.5i Sport,2020,18840, Automatic,AWD,Gas,White,Gray,0,1,Personaluse,35998,2, NV,29.5
 3FA6P0G76HR151421,Ford,Fusion,S FWD,2017,70012, Automatic,FWD,Gas,Gray,Gray,0,3,Fleetuse,17998,5, MO,26.5
 ZACNJBBB4KPK37906,Jeep,Renegade,Latitude AWD,2019,29544, Automatic,AWD,Gas,Black,Black,0,1,Personaluse,22795,3, NJ,25.0
 JF2SKALC7MH518548,Subaru,Forester,2.5i Sport,2021,7364, Automatic,AWD,Gas,Black,Gray,0,1,Personaluse,36998,1, OK,29.5
 1V2KR2CA3JC539113,Volkswagen,Atlas,V6 SE 4MOTION,2018,70105, Automatic,AWD,Gas,Gray,Black,0,1,Personaluse,28998,4, MI,20.0
 1GYKNDRS4LZ122019,Cadillac,XT5,Premium Luxury AWD,2020,50519, Automatic,AWD,Gas,Silver,Black,0,1,Fleetuse,34990,2, TX,23.5
 WAUENAF49JA027360,Audi,A4,Premium Plus quattro S tronic,2018,12436, Automatic,AWD,Gas,Blue,Black,0,2,Personaluse,32990,4, FL,29.0
 1HGCP2F44CA071491,Honda,Accord,LX-P Sedan I4 Automatic,2012,78448, Automatic,FWD,Gas,Black,Beige,0,3,Personaluse,15590,10, NE,28.5
 3C4NJDBB9LT126096,Jeep,Compass,Latitude 4WD,2020,24902, Automatic,4WD,Gas,Black,Black,0,1,Personaluse,26998,2, AZ,26.5
 1FADP3K26JL322581,Ford,Focus,SE Hatchback,2018,20128, Automatic,FWD,Gas,Silver,Black,0,1,Personaluse,18998,4, FL,32.0
 5N1AZ2MHXHN132599,Nissan,Murano,2017.5 S AWD,2017,96987, Automatic,AWD,Gas,Black,Gray,0,2,Personaluse,18990,5, TX,24.5
 WA1LAAF72HD014131,Audi,Q7,Premium Plus 3.0S TFSI,2017,40338, Automatic,AWD,Gas,Black,Black,1,1,Personaluse,40998,5, TX,22.0
 3MW5R1J04L8B20200,BMW,3 ,330i RWD,2020,11310, Automatic,RWD,Gas,White,Black,0,2,Personaluse,40998,2, NJ,31.0
 JN1EV7AP1JM364596,INFINITI,Q50,3.0t LUXE RWD,2018,42116, Automatic,RWD,Gas,Silver,Gray,0,3,Fleetuse,26990,4, GA,24.5
 1GNSKBKC9JR196787,Chevrolet,Tahoe,LT 4WD,2018,78262, Automatic,4WD,Gas,Gray,Black,0,2,Fleetuse,38590,4, NC,19.0
 1C6RR7LG5HS827739,Ram,1500,"Big Horn Crew Cab 5'7"" Box 4WD",2017,42042, Automatic,4WD,Gas,Red,Gray,0,2,Personaluse,32990,5, FL,19.5
 3TMCZ5AN6HM065325,Toyota,Tacoma,TRD Sport Double Cab 5' Bed V6 4WD Manual,2017,63428, Manual,4WD,Gas,Black,Gray,0,2,Personaluse,33996,5, IL,19.0
 1C6RRFKG0LN271293,Ram,1500,"Longhorn Crew Cab 5'7"" Box 4WD",2020,44890, Automatic,4WD,Gas,Red,Brown,0,1,Personaluse,50998,2, GA,21.5
 3VV4B7AX7JM193313,Volkswagen,Tiguan,SEL Premium 4MOTION,2018,22080, Automatic,AWD,Gas,White,Black,0,1,Personaluse,31998,4, TN,24.0
 1C4RDHDG8MC544168,Dodge,Durango,GT RWD,2021,34467, Automatic,RWD,Gas,Red,Black,0,1,Fleetuse,36590,1, IA,22.5
 JTJBM7FX7J5181724,Lexus,GX,GX 460,2018,46751, Automatic,4WD,Gas,Gray,Black,0,2,Personaluse,40998,4, NY,16.5
 1GTU9FEL3KZ112500,GMC,Sierra 1500,Denali Crew Cab Short Box 4WD,2019,53307, Automatic,4WD,Gas,Black,Black,2,2,Personaluse,57998,3, GA,18.0
 WDDHF8JB0EB032772,Mercedes-Benz,E-Class,E 350 4MATIC Luxury Sedan,2014,37481, Automatic,AWD,Gas,White,Black,0,2,Fleetuse,25000,8, IN,25.0
 5N1AZ2MS8KN111804,Nissan,Murano,Platinum AWD,2019,24621, Automatic,AWD,Gas,White,Beige,0,1,Personaluse,35990,3, OR,24.0
 1N4AL3AP3FN300433,Nissan,Altima,2.5 SL,2015,113767, Automatic,FWD,Gas,White,Black,0,2,Personaluse,15998,7, AZ,32.5
 1FT7W2B67KEC40582,Ford,Super Duty F-250,XLT 4WD Crew Cab 6.75' Box,2019,31534, Automatic,4WD,Gas,Black,Gray,0,2,Personaluse,48999,3, FL,22.0
 2T2ZZMCA7JC094468,Lexus,RX,RX 350 FWD,2018,32124, Automatic,FWD,Gas,Silver,Black,0,1,Personaluse,37590,4, OH,23.5
 2C3CDZAG7LH254195,Dodge,Challenger,SXT RWD,2020,1124, Automatic,RWD,Gas,Black,Black,0,1,Personaluse,32590,2, UT,24.5
 1C4NJDEB8GD573574,Jeep,Compass,Latitude 4WD,2016,43353, Automatic,4WD,Gas,Black,Gray,0,2,Personaluse,19998,6, OH,23.0
 2GNALCEK6G6168029,Chevrolet,Equinox,LT FWD,2016,47015, Automatic,FWD,Gas,Gray,Black,1,2,Fleetuse,20998,6, VA,27.0
 1V2LR2CA4JC579950,Volkswagen,Atlas,V6 SE with Technology 4MOTION,2018,59730, Automatic,AWD,Gas,Blue,Black,0,1,Personaluse,29732,4, VA,20.0
 1C4PJMLN0KD293419,Jeep,Cherokee,Altitude 4WD,2019,47360, Automatic,4WD,Gas,White,Black,1,1,Fleetuse,26998,3, NY,25.0
 WBY1Z2C53EV284598,BMW,i3,60 Ah,2014,43073, Automatic,RWD,Electric,Silver,Gray,0,2,Personaluse,17998,8, UT,124.0
 1C4HJWFG0JL804273,Jeep,Wrangler,Unlimited Rubicon Recon (JK),2018,22920, Automatic,4WD,Gas,White,Black,0,2,Personaluse,45990,4, TX,18.5
 3GCUKSEJ4HG113644,Chevrolet,Silverado 1500,LTZ Crew Cab Short Box 4WD,2017,62471, Automatic,4WD,Gas,White,Brown,1,1,Personaluse,39998,5, TX,19.0
 1G1FE1R76M0102922,Chevrolet,Camaro,LT with LT1 Coupe,2021,6386, Manual,RWD,Gas,Blue,Black,0,2,Personaluse,38998,1, WA,20.0
 JTHX9JBH3L2030548,Lexus,UX,UX 250h AWD,2020,16327, Automatic,AWD,Hybrid,Black,Black,0,1,Personaluse,39998,2, TX,39.5
 3C4PDDBG7FT675733,Dodge,Journey,SXT AWD,2015,91777, Automatic,AWD,Gas,Blue,Black,0,4,Fleetuse,14995,7, TX,20.0
 2C3CCAKG8LH154898,Chrysler,300,Limited AWD,2020,41280, Automatic,AWD,Gas,Red,Black,0,1,Fleetuse,27990,2, CO,22.5
 5XYPG4A58JG375481,Kia,Sorento,LX V6 FWD,2018,75067, Automatic,FWD,Gas,White,Black,0,2,Personaluse,20990,4, TX,21.5
 1GKKNULS5JZ182939,GMC,Acadia,SLT with SLT-1 AWD,2018,75504, Automatic,AWD,Gas,Black,Black,0,2,Personaluse,27990,4, IL,21.0
 1N4AL3AP9EC198713,Nissan,Altima,2.5 S,2014,199890, Automatic,FWD,Gas,White,Black,0,2,Fleetuse,4800,8, MO,32.5
 3FA6P0H7XGR184094,Ford,Fusion,SE FWD,2016,94908, Automatic,FWD,Gas,Silver,Black,0,2,Personaluse,15391,6, KY,28.0
 WBAJB9C54JB034844,BMW,5 ,M550i xDrive,2018,31761, Automatic,AWD,Gas,Black,Black,1,2,Fleetuse,54998,4, PA,20.5
 KL4CJCSB6JB696292,Buick,Encore,Essence FWD,2018,79949, Automatic,FWD,Gas,Blue,Black,0,1,Personaluse,20997,4, TX,29.0
 3VWCB7BU2KM217191,Volkswagen,Jetta,S Automatic,2019,50512, Automatic,FWD,Gas,Gray,Black,1,1,Personaluse,19891,3, MO,35.0
 1VWAA7A30JC002203,Volkswagen,Passat,R-Line,2018,59392, Automatic,FWD,Gas,Gray,Black,1,2,Personaluse,20998,4, CT,30.5
 WDCTG4GB6FJ055492,Mercedes-Benz,GLA,GLA 250 4MATIC,2015,76133, Automatic,AWD,Gas,White,Brown,0,2,Personaluse,23998,7, IL,28.0
 WDDGF8BB5BR134369,Mercedes-Benz,C-Class,C 300 4MATIC Sport Sedan,2011,119193, Automatic,AWD,Gas,Silver,Black,0,4,Personaluse,11490,11, GA,21.5
 2T3H1RFV7KW032742,Toyota,RAV4,LE FWD,2019,28251, Automatic,FWD,Gas,Gray,Black,0,2,Personaluse,28990,3, TX,30.5
 KMHEC4A41DA066428,Hyundai,Sonata,Limited with Panoramic Sunroof Package 2.4L,2013,67183, Automatic,FWD,Hybrid,Black,Gray,0,2,Personaluse,18998,9, AK,38.0
 JTJBZMCA3K2039342,Lexus,RX,RX 350 AWD,2019,30541, Automatic,AWD,Gas,Black,Beige,0,1,Personaluse,43880,3, TX,21.0
 1N4AL3AP9FN408037,Nissan,Altima,2.5 SL,2015,96787, Automatic,FWD,Gas,Brown,Black,0,1,Personaluse,15990,7, TX,32.5
 2T2BZMCA7JC145842,Lexus,RX,RX 350 AWD,2018,64438, Automatic,AWD,Gas,Brown,Beige,1,2,Personaluse,38500,4, IL,22.5
 5UXTR9C52KLP94403,BMW,X3,xDrive30i AWD,2019,60769, Automatic,AWD,Gas,White,Black,0,1,Personaluse,33499,3, CA,25.5
 3GCUYGED5KG234244,Chevrolet,Silverado 1500,LTZ Crew Cab Short Box 4WD,2019,90671, Automatic,4WD,Gas,Silver,Black,0,1,Personaluse,42998,3, CA,19.0
 1GB3GSCG5G1292752,Chevrolet,Express  ,"3500 Van 159""",2016,27946, Automatic,RWD,Gas,White,Gray,1,1,Personaluse,37995,6, IN,27.0
 1GCVKPEC9HZ247116,Chevrolet,Silverado 1500,Custom Double Cab Standard Box 4WD,2017,31058, Automatic,4WD,Gas,Black,Gray,0,3,Personaluse,34998,5, TX,19.5
 JN8AZ2NE3H9154398,INFINITI,QX80,Limited AWD,2017,21429, Automatic,AWD,Gas,White,Brown,0,1,Fleetuse,53998,5, FL,16.0
 YV4162UM7L2298113,Volvo,XC40,T5 R-Design AWD,2020,22458, Automatic,AWD,Gas,White,Black,0,1,Personaluse,41570,2, TX,26.0
 WBA7E2C56KB454695,BMW,7 ,740i RWD,2019,27982, Automatic,RWD,Gas,Silver,Black,0,2,Personaluse,49590,3, MD,25.0
 JTMRFREV3HJ148339,Toyota,RAV4,XLE AWD,2017,44631, Automatic,AWD,Gas,Blue,Gray,0,1,Personaluse,25998,5, TX,25.0
 4T1BF1FK0HU749354,Toyota,Camry,LE I4 Automatic,2017,31948, Automatic,FWD,Gas,Black,Gray,1,2,Fleetuse,19995,5, NJ,28.5
 1V2NR2CA1JC528222,Volkswagen,Atlas,V6 SEL Premium 4MOTION,2018,79525, Automatic,AWD,Gas,White,Black,0,1,Personaluse,29000,4, TX,20.0
 2C4RDGCG4KR663349,Dodge,Grand Caravan,SXT,2019,67458, Automatic,FWD,Gas,White,Black,0,1,Personaluse,22820,3, IL,21.0
 2C3CDXHG1KH633850,Dodge,Charger,GT RWD,2019,23041, Automatic,RWD,Gas,Black,Black,0,2,Personaluse,32990,3, TX,24.5
 1GCVKSEC8JZ321165,Chevrolet,Silverado 1500,LTZ Double Cab Standard Box 4WD,2018,33592, Automatic,4WD,Gas,Red,Black,0,2,Personaluse,38990,4, TX,19.0
 5TDDK3DC6FS119405,Toyota,Sienna,Limited Premium 7-Passenger AWD,2015,97233, Automatic,AWD,Gas,Gray,Gray,0,1,Personaluse,26383,7, PA,19.5
 1C6HJTAG8ML513098,Jeep,Gladiator,Sport S,2021,19595, Automatic,4WD,Gas,Black,Black,0,1,Personaluse,43590,1, TX,19.5
 JF2GTAPC8L8234342,Subaru,Crosstrek,2.0i Premium CVT,2020,10748, Automatic,AWD,Gas,Gray,Gray,0,1,Personaluse,28998,2, TX,30.0
 1HGCP2F74CA041952,Honda,Accord,EX Sedan I4 Automatic,2012,70300, Automatic,FWD,Gas,Blue,Black,1,2,Personaluse,15400,10, PA,28.5
 1GYKNERS5JZ142539,Cadillac,XT5,Premium Luxury FWD,2018,51588, Automatic,FWD,Gas,Gray,Black,0,2,Personaluse,31998,4, NV,22.5
 WAUF8AFC6JN023827,Audi,A6,Sport 2.0 quattro,2018,53313, Automatic,AWD,Gas,Black,Black,0,2,Personaluse,30998,4, VA,26.5
 1FMCU9J95MUA71109,Ford,Escape,Titanium AWD,2021,9960, Automatic,AWD,Gas,Red,Black,0,1,Fleetuse,33998,1, ID,27.0
 3GNCJPSB3JL268148,Chevrolet,Trax,LT AWD,2018,44460, Automatic,AWD,Gas,Black,Black,0,2,Personaluse,19590,4, CA,27.0
 5XXGT4L33HG151878,Kia,Optima,LX,2017,37463, Automatic,FWD,Gas,White,Black,0,1,Personaluse,19590,5, VA,30.5
 1FMJK1MT8GEF14034,Ford,Expedition,EL Platinum 4WD,2016,96083, Automatic,4WD,Gas,White,Red,1,2,Fleetuse,31998,6, NJ,17.0
 W1N4M4HB4MW109513,Mercedes-Benz,GLB,GLB 250 4MATIC,2021,20673, Automatic,AWD,Gas,Blue,Black,0,1,Personaluse,42883,1, SC,26.5
 1GNSKKKC0FR134668,Chevrolet,Suburban,LTZ 4WD,2015,140732, Automatic,4WD,Gas,White,Brown,0,3,Personaluse,24911,7, VA,18.5
 KNDPMCAC2L7780463,Kia,Sportage,LX AWD,2020,45757, Automatic,AWD,Gas,Blue,Black,0,1,Personaluse,22695,2, AL,24.0
 1HGCR2F58DA267096,Honda,Accord,Sport Sedan I4 CVT,2013,120929, Automatic,FWD,Gas,Gray,Black,0,3,Personaluse,17998,9, MA,30.5
 1G1BE5SM7H7174568,Chevrolet,Cruze,LT with 1SD Sedan Automatic,2017,65687, Automatic,FWD,Gas,Black,Black,0,3,Personaluse,16990,5, TX,35.0
 5N1AZ2MH0JN127336,Nissan,Murano,SV AWD,2018,70280, Automatic,AWD,Gas,Gray,Gray,1,3,Personaluse,22998,4, AZ,24.5
 4T1C11AK9MU452846,Toyota,Camry,LE Automatic,2021,3356, Automatic,FWD,Gas,Silver,Gray,0,1,Personaluse,30998,1, TN,33.5
 1N6AA1F43GN511133,Nissan,Titan ,Platinum Reserve Gas 4WD,2016,71463, Automatic,4WD,Gas,Black,Black,0,1,Personaluse,31995,6, CT,30.5
 WA1BNAFY6K2105043,Audi,Q5,Premium Plus,2019,12155, Automatic,AWD,Gas,Black,Brown,0,1,Personaluse,42382,3, KY,24.5
 1FM5K8D84GGB91532,Ford,Explorer,XLT 4WD,2016,94946, Automatic,4WD,Gas,Silver,Black,0,2,Personaluse,21590,6, SC,19.5
 3N1CP5CU4JL536106,Nissan,Kicks,SR,2018,34092, Automatic,FWD,Gas,Black,Black,0,1,Personaluse,21309,4, FL,33.5
 1FM5K8GT1KGA37806,Ford,Explorer,Sport 4WD,2019,42985, Automatic,4WD,Gas,Red,Black,1,1,Personaluse,36998,3, NY,19.0
 2FMPK4K93GBB43721,Ford,Edge,Titanium AWD,2016,57766, Automatic,AWD,Gas,Red,Black,1,2,Personaluse,22998,6, FL,24.0
 4T1B11HK4JU096660,Toyota,Camry,LE I4 Automatic,2018,59773, Automatic,FWD,Gas,Black,Black,1,2,Personaluse,22990,4, NC,33.5
 3TMCZ5ANXKM249674,Toyota,Tacoma,Limited Double Cab 5' Bed V6 4WD Automatic,2019,22088, Automatic,4WD,Gas,Black,Black,0,2,Personaluse,42995,3, TN,20.0
 WP0CA2A8XHS220806,Porsche,718 Boxster,Roadster,2017,15326, Manual,RWD,Gas,Silver,Black,0,3,Personaluse,57590,5, CA,24.5
 2C3CCAGG1HH586040,Chrysler,300,S AWD,2017,36689, Automatic,AWD,Gas,Black,Black,0,2,Fleetuse,28998,5, TX,22.5
 1N6AA1FAXMN500485,Nissan,Titan ,S,2021,16686, Automatic,4WD,Gas,White,Black,0,1,Personaluse,42998,1, TX,30.5
 2C3CCAEG1HH587997,Chrysler,300,C RWD,2017,100739, Automatic,RWD,Gas,Silver,Black,0,2,Personaluse,20590,5, CA,24.5
 3GNAXSEV8JL317276,Chevrolet,Equinox,LT with 1LT AWD,2018,50938, Automatic,AWD,Gas,Red,Black,0,2,Fleetuse,22998,4, MO,27.0
 1C4AJWAG5FL721891,Jeep,Wrangler,Sport,2015,59777, Automatic,4WD,Gas,Silver,Black,1,1,Personaluse,26998,7, NC,19.0
 JA4AZ3A39KJ001739,Mitsubishi,Outlander,SE S-AWC,2019,57345, Automatic,4WD,Gas,Silver,Black,1,2,Fleetuse,21500,3, FL,26.5
 YV4BR0DK1K1351696,Volvo,XC60,T8 Momentum Plug-In Hybrid eAWD,2019,24470, Automatic,AWD,Gas,Blue,Black,0,1,Personaluse,46000,3, WA,23.0
 LVY982MK7JP031898,Volvo,S90,T5 AWD Momentum,2018,19679, Automatic,AWD,Gas,Gray,Black,0,1,Personaluse,34000,4, FL,27.5
 2C4RC1BG7HR756912,Chrysler,Pacifica,Touring L,2017,36065, Automatic,FWD,Gas,White,Black,0,3,Personaluse,29998,5, VA,23.5
 3GCPKTE78DG178708,Chevrolet,Silverado 1500,LTZ Crew Cab Short Box 4WD,2013,124333, Automatic,4WD,Gas,White,Beige,0,4,Personaluse,26998,9, FL,18.0
 1GAWGEFG8L1263478,Chevrolet,Express ,2500 LS SWB,2020,14132, Automatic,RWD,Gas,White,Gray,0,1,Personaluse,40480,2, TX,27.0
 5NMS2CADXLH225262,Hyundai,Santa Fe,SE 2.4L AWD,2020,45870, Automatic,AWD,Gas,Silver,Beige,0,1,Fleetuse,27090,2, TX,24.0
 5TFDY5F14BX173523,Toyota,Tundra,CrewMax 5.5' Bed 5.7L V8 4WD,2011,167474, Automatic,4WD,Gas,Black,Gray,0,1,Personaluse,18491,11, WA,15.0
 5TFSZ5AN9HX077197,Toyota,Tacoma,SR5 Access Cab 6.1' Bed V6 4WD Automatic,2017,46139, Automatic,4WD,Gas,White,Gray,0,1,Personaluse,31998,5, TX,20.5
 3VW447AU3HM063227,Volkswagen,Golf GTI,SE 4-Door DSG,2017,8121, Automatic,FWD,Gas,Gray,Black,0,1,Personaluse,28998,5, CA,28.0
 1FADP3F25HL345306,Ford,Focus,SE Sedan,2017,83362, Automatic,FWD,Gas,Gray,Black,1,3,Fleetuse,15998,5, CA,35.0
 2C3CDZAG8JH333033,Dodge,Challenger,SXT RWD Automatic,2018,37458, Automatic,RWD,Gas,Blue,Black,0,2,Personaluse,27590,4, OH,24.5
 MAJ3S2KE1KC250432,Ford,EcoSport,Titanium FWD,2019,59190, Automatic,FWD,Gas,Silver,Black,0,3,Personaluse,18990,3, PA,28.0
 3N1CN7AP1KL870657,Nissan,Versa,SV Sedan CVT,2019,53106, Automatic,FWD,Gas,Gray,Black,0,1,Personaluse,18550,3, NC,35.0
 SHHFK8G79LU201194,Honda,Civic,Type R Manual,2020,19593, Manual,FWD,Gas,White,Black,0,2,Personaluse,45990,2, CA,25.0
 SALCP2FX6MH886169,Land Rover,Rover Discovery Sport,SE,2021,4747, Automatic,4WD,Gas,Black,Black,0,1,Personaluse,43998,1, TX,21.0
 1C4RDJAG5JC317642,Dodge,Durango,SXT AWD,2018,46642, Automatic,AWD,Gas,Black,Black,2,2,Fleetuse,29998,4, KY,21.5
 2C3CDXCT1LH194655,Dodge,Charger,R/T RWD,2020,5037, Automatic,RWD,Gas,Black,Black,0,1,Personaluse,40998,2, NM,20.5
 4S3GKAA60K3613044,Subaru,Impreza,2.0i 4-door CVT,2019,37741, Automatic,AWD,Gas,White,Black,0,1,Personaluse,20489,3, CA,33.0
 1ZVBP8FFXE5273856,Ford,Mustang,GT Convertible,2014,12996, Automatic,RWD,Gas,Red,Black,0,1,Personaluse,30995,8, IL,20.5
 JTMZFREV9FD073836,Toyota,RAV4,LE FWD,2015,84963, Automatic,FWD,Gas,Silver,Gray,1,1,Personaluse,19998,7, AZ,27.5
 5UXKU2C55F0F95261,BMW,X6,xDrive35i AWD,2015,56662, Automatic,AWD,Gas,Black,Black,0,2,Personaluse,33690,7, TX,22.5
 1V24C2CA0LC204419,Volkswagen,Atlas  Sport,2.0T SE 4MOTION,2020,21461, Automatic,AWD,Gas,White,Black,0,1,Personaluse,35400,2, FL,20.5
 1C6SRFKT8NN139514,Ram,1500,"Longhorn Crew Cab 5'7"" Box 4WD",2022,2898, Automatic,4WD,Gas,White,Black,0,1,Personaluse,65900,0, CO,21.5
 JN8AT2MT9LW038733,Nissan,Rogue,S FWD,2020,47136, Automatic,FWD,Gas,White,Black,0,1,Personaluse,22459,2, CA,29.5
 2FMPK3J95LBA27880,Ford,Edge,SEL FWD,2020,19476, Automatic,FWD,Gas,Gray,Black,0,1,Personaluse,30998,2, NC,25.0
 3LN6L5F91LR609070,Lincoln,MKZ,Reserve AWD,2020,31579, Automatic,AWD,Gas,Black,Black,0,1,Personaluse,34990,2, TX,24.5
 1FTER4FH2KLA80550,Ford,Ranger,Lariat SuperCrew 5' Box 4WD,2019,8577, Automatic,4WD,Gas,White,Black,0,1,Personaluse,41000,3, FL,22.0
 JM3KFBDM9L0744174,Mazda,CX-5,Grand Touring AWD,2020,13159, Automatic,AWD,Gas,Blue,Black,0,1,Personaluse,30481,2, TX,27.0
 1C4PJMCB8EW142553,Jeep,Cherokee,Latitude 4WD,2014,84359, Automatic,4WD,Gas,White,Black,0,2,Personaluse,16990,8, MD,24.5
 5UXTS3C58J0Y97956,BMW,X3,M40i,2018,38516, Automatic,AWD,Gas,White,Black,0,2,Personaluse,42998,4, MD,23.5
 3KPF24ADXME395122,Kia,Forte,FE Manual,2021,7234, Manual,FWD,Gas,White,Black,0,1,Personaluse,21500,1, VA,32.0
