,VIN,brand,model,trim,manufacture_year,mileage,MPG_city,MPG_highway,transmission,drive_type,fuel_type,exterior_color,interior_color,accidents,owners,car_usage_type,price,car_age,state
157, 19XFC2F6XKE049189,Honda,Civic,LX Sedan CVT,2019,48397,30.0,38.0, Automatic,FWD,Gas,Gray,Black,0,2,Personaluse,21739,3, TX
158, 4T1B11HKXKU218892,Toyota,Camry,SE Automatic,2019,28249,28.0,39.0, Automatic,FWD,Gas,White,Black,0,1,Personaluse,28000,3, UT
159, KNDPMCACXK7498795,Kia,Sportage,LX AWD,2019,43979,21.0,25.0, Automatic,AWD,Gas,Red,Gray,0,1,Personaluse,20239,3, VA
160, 5TDJZRFH3JS560900,Toyota,Highlander,XLE V6 AWD,2018,37097,20.0,26.0, Automatic,AWD,Gas,White,Black,0,1,Personaluse,34500,4, FL
161, 5NPE24AF5JH679083,Hyundai,Sonata,SE 2.4L (SULEV),2018,84094,25.0,36.0, Automatic,FWD,Gas,Black,Black,0,1,Personaluse,17500,4, AL
162, 3GNFK22039G277903,Chevrolet,Avalanche,1500 LT with 1LT 4WD,2009,71600,14.0,19.0, Automatic,4WD,Gas,Red,Black,0,2,Personaluse,17995,13, TX
163, 1FT8X3B64GEA54934,Ford,Super Duty F-350,"XLT SuperCab 142"" 4WD",2016,40550,18.0,26.0, Automatic,4WD,Gas,Black,Black,0,2,Personaluse,42000,6, GA
164, 58ABK1GG7GU031412,Lexus,ES,ES 350,2016,24105,21.0,31.0, Automatic,FWD,Gas,Red,Black,0,2,Personaluse,29500,6, AZ
165, WBXHT3Z39G4A50834,BMW,X1,xDrive28i AWD,2016,47258,22.0,32.0, Automatic,AWD,Gas,Black,Beige,0,2,Personaluse,25309,6, NJ
166, 1FMSK8DH9MGC49732,Ford,Explorer,XLT 4WD,2021,5970,20.0,27.0, Automatic,4WD,Gas,Black,Black,0,1,Personaluse,40932,1, PA
167, 5N1DR2MM3KC630933,Nissan,Pathfinder,SL 4WD,2019,51004,19.0,26.0, Automatic,4WD,Gas,Gray,Black,0,2,Fleetuse,26991,3, FL
168, WAU8DAF87KN003426,Audi,A8,L 3.0T,2019,28030,19.0,27.0, Automatic,AWD,Gas,Black,Brown,0,2,Personaluse,58395,3, FL
169, 55SWF4KB4HU180111,Mercedes-Benz,C-Class,C 300 4MATIC Sedan,2017,54771,24.0,31.0, Automatic,AWD,Gas,Black,Black,0,2,Personaluse,24782,5, FL
170, 2LMPJ8LR4JBL29949,Lincoln,MKX,Reserve AWD,2018,49593,16.0,23.0, Automatic,AWD,Gas,Red,Black,0,3,Fleetuse,32997,4, SC
171, 5FNYF6H53LB016266,Honda,Pilot,EX-L AWD,2020,35307,18.0,26.0, Automatic,AWD,Gas,Black,Gray,0,1,Personaluse,37121,2, NC
172, JTEZU5JR9J5184019,Toyota,4Runner,SR5 RWD,2018,23969,17.0,21.0, Automatic,RWD,Gas,Black,Black,0,1,Personaluse,34500,4, TX
173, 1GCWGFFA5E1165553,Chevrolet,Express  ,2500 SWB RWD,2014,177210,22.0,32.0, Automatic,RWD,Gas,White,Gray,0,3,Personaluse,16500,8, TX
174, KNMAT2MV5KP540418,Nissan,Rogue,SV AWD,2019,17665,25.0,32.0, Automatic,AWD,Gas,Gray,Black,0,1,Personaluse,28995,3, NV
175, 2T1BURHE1JC966169,Toyota,Corolla,SE CVT,2018,58197,28.0,35.0, Automatic,FWD,Gas,White,Black,0,1,Personaluse,19500,4, NC
176, 1FTFW1EF0DKD21042,Ford,F-150,XL SuperCrew 6.5' Box 4WD,2013,104203,14.0,19.0, Automatic,4WD,Gas,Black,Gray,0,3,Personaluse,19499,9, GA
177, 2T3W1RFV2LC048423,Toyota,RAV4,XLE FWD,2020,41924,28.0,35.0, Automatic,FWD,Gas,Black,Black,0,2,Personaluse,29999,2, VA
178, VNKKTUD36HA081031,Toyota,Yaris,L 5-Door Liftback Automatic,2017,75525,30.0,35.0, Automatic,FWD,Gas,Silver,Black,0,3,Fleetuse,14580,5, UT
179, 5NPD84LF6KH411345,Hyundai,Elantra,Value Edition 2.0L Automatic,2019,36121,28.0,37.0, Automatic,FWD,Gas,Gray,Gray,1,2,Fleetuse,16995,3, TX
180, 5UXTR9C50KLD95816,BMW,X3,xDrive30i AWD,2019,11950,22.0,29.0, Automatic,AWD,Gas,Gray,Brown,0,1,Personaluse,41995,3, FL
181, 5NPD84LFXKH459110,Hyundai,Elantra,SEL 2.0L Automatic,2019,89929,28.0,37.0, Automatic,FWD,Gas,White,Black,0,1,Personaluse,16777,3, CA
182, 5YFEPRAE4LP038518,Toyota,Corolla,LE CVT,2020,33136,30.0,38.0, Automatic,FWD,Gas,White,Gray,0,1,Personaluse,20998,2, CA
183, 1C4PJMDX7KD441615,Jeep,Cherokee,Limited 4WD,2019,30019,19.0,27.0, Automatic,4WD,Gas,Black,Black,0,1,Personaluse,29700,3, MD
184, KM8J2CA45KU877267,Hyundai,Tucson,SE AWD,2019,69363,22.0,25.0, Automatic,AWD,Gas,Black,Black,0,2,Personaluse,22497,3, MO
185, 5N1AT2MV4JC820185,Nissan,Rogue,SL AWD,2018,37310,25.0,32.0, Automatic,AWD,Gas,Silver,Black,0,2,Personaluse,24349,4, TX
186, 1GCRKPE04BZ101687,Chevrolet,Silverado 1500,WT Extended Cab Long Box 4WD,2011,151950,15.0,21.0, Automatic,4WD,Gas,Blue,Gray,1,2,Personaluse,13500,11, TX
187, 1GNKVGKD0HJ180760,Chevrolet,Traverse,LT with 1LT AWD,2017,60021,15.0,22.0, Automatic,AWD,Gas,Gray,Black,0,3,Personaluse,23997,5, TX
188, WBAJA7C5XKWW24077,BMW,5 ,530i xDrive,2019,18299,23.0,33.0, Automatic,AWD,Gas,Blue,Black,0,1,Personaluse,43905,3, PA
189, 5N1AZ2MS2KN141896,Nissan,Murano,S AWD,2019,45539,21.0,28.0, Automatic,AWD,Gas,Gray,Gray,0,1,Personaluse,25514,3, TX
190, 1N4AL3AP1FN887960,Nissan,Altima,2.5 S,2015,60474,27.0,38.0, Automatic,FWD,Gas,Blue,Black,0,3,Personaluse,14799,7, NC
191, 1G1ZD5ST6LF089115,Chevrolet,Malibu,LT,2020,48530,29.0,36.0, Automatic,FWD,Gas,Gray,Black,0,1,Personaluse,22998,2, NC
192, 1HGCR2F55GA014774,Honda,Accord,Sport Sedan I4 CVT,2016,78446,26.0,35.0, Automatic,FWD,Gas,Gray,Black,0,2,Fleetuse,19400,6, ID
193, WDDZF4KB7KA525054,Mercedes-Benz,E-Class,E 300 Sedan 4MATIC,2019,27177,21.0,29.0, Automatic,AWD,Gas,Silver,Black,0,1,Personaluse,42550,3, VA
194, 1FTEW1E80HFC04959,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,2017,66741,17.0,23.0, Automatic,4WD,Gas,Silver,Gray,0,4,Personaluse,32770,5, NY
195, 1FTFX1EF3DKE43374,Ford,F-150,STX SuperCab 6.5' Box 4WD,2013,104595,16.0,21.0, Automatic,4WD,Gas,Black,Gray,0,3,Personaluse,18577,9, TN
196, 4T1B11HK0KU781269,Toyota,Camry,SE Automatic,2019,47787,28.0,39.0, Automatic,FWD,Gas,Black,Black,0,2,Personaluse,25939,3, TX
197, 5TDDZRFH1HS408640,Toyota,Highlander,Limited V6 AWD,2017,69745,20.0,26.0, Automatic,AWD,Gas,Black,Black,0,1,Personaluse,30000,5, WA
198, JA4AZ3A34LJ000810,Mitsubishi,Outlander,SEL S-AWC,2020,53104,24.0,29.0, Automatic,4WD,Gas,Black,Black,0,1,Fleetuse,21991,2, AZ
199, WDC0G4KB6KF655436,Mercedes-Benz,GLC,GLC 300 4MATIC,2019,44694,22.0,27.0, Automatic,AWD,Gas,White,Black,0,2,Personaluse,35500,3, MD
200, 1GKKNXLS0KZ301192,GMC,Acadia,Denali AWD,2019,62770,17.0,25.0, Automatic,AWD,Gas,White,Black,0,1,Personaluse,33490,3, ID
201, KNMAT2MT8KP545093,Nissan,Rogue,S FWD,2019,15498,26.0,33.0, Automatic,FWD,Gas,Black,Black,0,1,Personaluse,25995,3, CA
202, JTHGZ5DC6M5011226,Lexus,RC,RC 350 F SPORT AWD,2021,2184,19.0,26.0, Automatic,AWD,Gas,White,Black,0,1,Personaluse,53726,1, CA
203, 1GCRKSE7XDZ381117,Chevrolet,Silverado 1500,LT Extended Cab Standard Box 4WD,2013,142900,13.0,18.0, Automatic,4WD,Gas,Gray,Black,0,2,Personaluse,16995,9, NJ
204, WDC0G4KB2KF630789,Mercedes-Benz,GLC,GLC 300 4MATIC,2019,25348,22.0,27.0, Automatic,AWD,Gas,White,Black,0,1,Personaluse,38576,3, TX
205, 1FTEX1RG5JFB22553,Ford,F-150,Raptor SuperCab 5.5' Box 4WD,2018,59328,15.0,18.0, Automatic,4WD,Gas,Black,Black,0,1,Personaluse,52900,4, MT
206, 2GNAXKEV9K6259345,Chevrolet,Equinox,LT with 1LT FWD,2019,70099,26.0,32.0, Automatic,FWD,Gas,Gray,Black,0,2,Fleetuse,22997,3, TX
207, W1KWF8EB1MR652392,Mercedes-Benz,C-Class,C 300 Sedan 4MATIC,2021,55,22.0,31.0, Automatic,AWD,Gas,Black,Black,0,3,Personaluse,45000,1, OH
208, 1GNSKAKC8FR711862,Chevrolet,Tahoe,LS 4WD,2015,109977,16.0,22.0, Automatic,4WD,Gas,Black,Black,2,2,Personaluse,25999,7, AZ
209, KNMAT2MV7HP562770,Nissan,Rogue,S AWD,2017,86794,25.0,32.0, Automatic,AWD,Gas,Gray,Black,0,1,Personaluse,17122,5, FL
210, 1N4AL3AP1GN313702,Nissan,Altima,2.5 S,2016,59382,27.0,39.0, Automatic,FWD,Gas,White,Black,2,2,Fleetuse,15995,6, FL
211, WP1AA2A59LLB03023,Porsche,Macan,AWD,2020,21903,19.0,23.0, Automatic,AWD,Gas,Black,Gray,0,1,Fleetuse,50000,2, FL
212, JN8AT2MT1LW018377,Nissan,Rogue,SV FWD,2020,11275,26.0,33.0, Automatic,FWD,Gas,Gray,Black,1,1,Personaluse,27995,2, NV
213, 1C6SRFDT4KN795427,Ram,1500,"Laramie Quad Cab 6'4"" Box 4WD",2019,49378,19.0,24.0, Automatic,4WD,Gas,Black,Black,0,1,Personaluse,40998,3, MI
214, WDDZF4KB7KA510344,Mercedes-Benz,E-Class,E 300 Sedan 4MATIC,2019,27000,21.0,29.0, Automatic,AWD,Gas,Black,Black,0,1,Personaluse,43500,3, OK
215, 3C6RR7LTXGG254162,Ram,1500,"Big Horn Crew Cab 5'7"" Box 4WD",2016,110397,16.0,23.0, Automatic,4WD,Gas,White,Brown,0,4,Personaluse,25500,6, CA
216, 1VWAP7A35DC064828,Volkswagen,Passat,S Sedan Auto (PZEV),2013,87862,22.0,31.0, Automatic,FWD,Gas,Silver,Black,0,2,Personaluse,12000,9, TX
217, 3FA6P0HD5KR111505,Ford,Fusion,SE FWD,2019,91380,23.0,34.0, Automatic,FWD,Gas,White,Black,2,1,Fleetuse,17288,3, NV
218, WA1ANAFY5K2023087,Audi,Q5,Premium,2019,20707,22.0,27.0, Automatic,AWD,Gas,Gray,Black,0,1,Personaluse,35389,3, CA
219, 1FT7W2B62KEC28601,Ford,Super Duty F-250,XLT 4WD Crew Cab 6.75' Box,2019,43676,18.0,26.0, Automatic,4WD,Gas,Red,Gray,0,1,Personaluse,49888,3, GA
220, 1G1BE5SM5H7177694,Chevrolet,Cruze,LT with 1SD Sedan Automatic,2017,90575,30.0,40.0, Automatic,FWD,Gas,White,Gray,0,1,Personaluse,13717,5, PA
221, 2C3CCABG6DH547381,Chrysler,300,S RWD,2013,124551,19.0,31.0, Automatic,RWD,Gas,Black,Black,1,2,Personaluse,11990,9, NY
222, 1C6JJTBGXML524328,Jeep,Gladiator,Rubicon,2021,17349,16.0,23.0, Automatic,4WD,Gas,Black,Black,0,1,Personaluse,52102,1, VA
223, 1C4NJPBA3GD811599,Jeep,Patriot,Sport FWD,2016,104072,23.0,30.0, Automatic,FWD,Gas,Blue,Gray,1,2,Personaluse,11000,6, MT
224, 3KPA24AD2LE296304,Kia,Rio,S Sedan IVT,2020,48141,33.0,41.0, Automatic,FWD,Gas,Black,Black,0,1,Personaluse,18497,2, ND
225, LYV102RL2KB233283,Volvo,XC60,T5 Inscription AWD,2019,37400,20.0,27.0, Automatic,AWD,Gas,Blue,Brown,0,1,Personaluse,37995,3, KS
226, JTJBZMCA4H2029623,Lexus,RX,RX 350 AWD,2017,32751,19.0,26.0, Automatic,AWD,Gas,White,Black,1,1,Personaluse,37566,5, FL
227, 1C4RJFJM7FC853236,Jeep,Grand Cherokee,Summit 4WD,2015,57219,17.0,24.0, Automatic,4WD,Diesel,Brown,Black,0,2,Personaluse,28500,7, TX
228, 4S4BSAFC0K3227633,Subaru,Outback,2.5i Premium,2019,56652,25.0,32.0, Automatic,AWD,Gas,Black,Beige,0,1,Fleetuse,23000,3, FL
229, 3GCUKREC9JG497744,Chevrolet,Silverado 1500,LT Crew Cab Short Box 4WD,2018,82058,17.0,22.0, Automatic,4WD,Gas,Silver,Black,0,1,Personaluse,31111,4, TX
230, 1C4RJFAGXKC687136,Jeep,Grand Cherokee,Altitude 4WD,2019,29231,18.0,25.0, Automatic,4WD,Gas,White,Black,1,1,Personaluse,33495,3, KS
231, 1C4RJFAG8JC453723,Jeep,Grand Cherokee,Laredo E 4WD,2018,98850,18.0,25.0, Automatic,4WD,Gas,Gray,Black,0,1,Personaluse,24950,4, OR
232, 4JGDF6EE1GA665786,Mercedes-Benz,GL,GL 450 4MATIC,2016,108150,17.0,21.0, Automatic,AWD,Gas,White,Beige,0,1,Personaluse,26500,6, ID
233, 4S4BSALC4F3280121,Subaru,Outback,2.5i Limited (PZEV),2015,102000,25.0,33.0, Automatic,AWD,Gas,Blue,Beige,0,1,Personaluse,18888,7, TN
234, 3FA6P0D93KR123931,Ford,Fusion,Titanium AWD,2019,69120,20.0,29.0, Automatic,AWD,Gas,Gray,Brown,0,2,Personaluse,24998,3, IL
235, 1G1ZD5ST9LF051006,Chevrolet,Malibu,LT,2020,70991,29.0,36.0, Automatic,FWD,Gas,Blue,Black,0,1,Personaluse,22500,2, TX
236, JTDEPRAE4LJ007306,Toyota,Corolla,LE CVT,2020,25338,30.0,38.0, Automatic,FWD,Gas,Black,Gray,1,1,Personaluse,22000,2, NC
237, 2FMPK4K9XKBB48522,Ford,Edge,Titanium AWD,2019,34239,21.0,28.0, Automatic,AWD,Gas,Black,Black,0,1,Personaluse,31750,3, FL
238, 3C4NJDCB4JT264124,Jeep,Compass,Limited 4WD,2018,29809,22.0,30.0, Automatic,4WD,Gas,Black,Black,0,2,Personaluse,26699,4, OH
239, 1G11Z5S32KU106453,Chevrolet,Impala,LT with 1LT,2019,74556,22.0,29.0, Automatic,FWD,Gas,Black,Black,0,2,Personaluse,20000,3, FL
240, WBA5R7C59KAJ80990,BMW,3 ,330i xDrive Sedan,2019,30790,25.0,34.0, Automatic,AWD,Gas,Gray,Beige,0,2,Personaluse,36332,3, NC
241, 1FTFW1E14JFE25509,Ford,F-150,Platinum SuperCrew 5.5' Box 4WD,2018,28306,16.0,22.0, Automatic,4WD,Diesel,Black,Black,0,1,Personaluse,51569,4, FL
242, WBA3R5C55FK372547,BMW,4 ,435i xDrive Coupe,2015,60331,20.0,30.0, Automatic,AWD,Gas,Black,Black,0,2,Personaluse,25997,7, FL
243, 3TYCZ5AN3MT050375,Toyota,Tacoma,TRD Off Road Double Cab 5' Bed V6 4WD Manual,2021,5581,17.0,20.0, Manual,4WD,Gas,Gray,Gray,0,1,Personaluse,42000,1, FL
244, WBAXH5C57DDW13143,BMW,5 ,528i xDrive Sedan AWD,2013,69468,22.0,33.0, Automatic,AWD,Gas,Black,Beige,1,4,Personaluse,14995,9, NY
245, 1C4RJFBG1JC134579,Jeep,Grand Cherokee,Limited 4WD,2018,71269,18.0,25.0, Automatic,4WD,Gas,Red,Black,1,2,Personaluse,28922,4, MD
246, 1G1BC5SM7H7119138,Chevrolet,Cruze,LS with 1SB Sedan Automatic,2017,101550,30.0,40.0, Automatic,FWD,Gas,Silver,Black,0,1,Personaluse,12999,5, CO
247, 55SWF8EB2KU293436,Mercedes-Benz,C-Class,C 300 Sedan 4MATIC,2019,16367,22.0,31.0, Automatic,AWD,Gas,Black,Black,0,2,Personaluse,38500,3, OH
248, 3FA6P0H79KR209964,Ford,Fusion,SE FWD,2019,38054,23.0,34.0, Automatic,FWD,Gas,Gray,Black,0,1,Fleetuse,18995,3, FL
249, 3C4PDCAB2JT532407,Dodge,Journey,SE FWD,2018,67264,19.0,25.0, Automatic,FWD,Gas,Gray,Black,0,1,Personaluse,15744,4, NC
250, 1FTFW1E5XMFD14406,Ford,F-150,XL SuperCrew 5.5' Box 4WD,2021,5848,19.0,22.0, Automatic,4WD,Gas,Gray,Black,0,1,Personaluse,47357,1, TX
251, 5N3AA08C18N908006,INFINITI,QX56,4WD,2008,126002,12.0,17.0, Automatic,4WD,Gas,Silver,Gray,0,6,Personaluse,11995,14, FL
252, WDC0G4KB2JV021612,Mercedes-Benz,GLC,GLC 300 4MATIC SUV,2018,79439,21.0,28.0, Automatic,AWD,Gas,Gray,Black,1,3,Personaluse,29000,4, VA
253, KNMAT2MV0HP505746,Nissan,Rogue,SV AWD,2017,70818,25.0,32.0, Automatic,AWD,Gas,Green,Black,0,2,Fleetuse,19500,5, CA
254, 5N1DL0MM0JC527988,INFINITI,QX60,3.5 AWD,2018,46440,19.0,26.0, Automatic,AWD,Gas,Black,Gray,0,1,Personaluse,30739,4, ID
255, 1FTEW1E56JFE74242,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,2018,54487,18.0,23.0, Automatic,4WD,Gas,Red,Beige,0,1,Personaluse,36900,4, FL
256, 1HGCR2F59EA285009,Honda,Accord,Sport Sedan I4 CVT,2014,123877,26.0,34.0, Automatic,FWD,Gas,Silver,Black,0,2,Fleetuse,14500,8, GA
257, 1C6SRFCT4KN532842,Ram,1500,"Tradesman Quad Cab 6'4"" Box 4WD",2019,125041,19.0,24.0, Automatic,4WD,Gas,Silver,Black,0,1,Personaluse,23995,3, FL
258, 2HKRW2H50JH638108,Honda,CR-V,EX AWD,2018,61961,27.0,32.0, Automatic,AWD,Gas,Silver,Black,0,1,Personaluse,25999,4, VA
259, 1FTEW1EP9MKD77890,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,2021,8223,18.0,23.0, Automatic,4WD,Gas,Black,Black,0,1,Personaluse,50000,1, TX
260, 5TDDZRFHXJS487683,Toyota,Highlander,Limited V6 AWD,2018,63682,20.0,26.0, Automatic,AWD,Gas,Red,Black,0,1,Personaluse,33950,4, PA
261, 1N4AL3AP1FN354443,Nissan,Altima,2.5 S,2015,79902,27.0,38.0, Automatic,FWD,Gas,White,Black,2,2,Personaluse,14999,7, CA
262, 5YFEPMAE9MP194879,Toyota,Corolla,LE CVT,2021,31586,30.0,38.0, Automatic,FWD,Gas,Silver,Gray,0,1,Fleetuse,21995,1, FL
263, JTHCE1BL9FA002262,Lexus,GS,GS 350 AWD,2015,121197,19.0,26.0, Automatic,AWD,Gas,Gray,Black,0,3,Fleetuse,20985,7, NC
264, 1C6RR7TT9FS783142,Ram,1500,"Big Horn Crew Cab 6'4"" Box 4WD",2015,110256,15.0,21.0, Automatic,4WD,Gas,Blue,Gray,0,2,Personaluse,22034,7, FL
265, 1GNERFKW0LJ193482,Chevrolet,Traverse,LS with 1LS FWD,2020,44562,18.0,27.0, Automatic,FWD,Gas,Black,Black,0,1,Personaluse,29549,2, SC
266, 1GKS2BKC9FR135427,GMC,Yukon,SLT 4WD,2015,75350,16.0,22.0, Automatic,4WD,Gas,Purple,Black,0,1,Personaluse,32995,7, NC
267, 1C4RJFJT0HC675132,Jeep,Grand Cherokee,Summit 4WD,2017,92787,18.0,25.0, Automatic,4WD,Gas,Gray,Gray,1,3,Personaluse,28500,5, NC
268, 1C6RR7FT5GS292371,Ram,1500,"Express Quad Cab 6'4"" Box 4WD",2016,109811,16.0,23.0, Automatic,4WD,Gas,White,Gray,0,3,Fleetuse,24998,6, TX
269, 1C4RJKDG6M8185167,Jeep,Grand Cherokee,L Overland 4WD,2021,12879,18.0,25.0, Automatic,4WD,Gas,Black,Black,0,1,Personaluse,56000,1, PA
270, 4JGDF6EE7KB238180,Mercedes-Benz,GLS,GLS 450 4MATIC SUV,2019,50862,19.0,22.0, Automatic,AWD,Gas,Gray,Black,0,1,Personaluse,52800,3, TX
271, WDDGF8AB0DR266959,Mercedes-Benz,C-Class,C 300 4MATIC Sport Sedan,2013,77300,20.0,28.0, Automatic,AWD,Gas,Black,Red,0,3,Personaluse,17500,9, TX
272, 3N1AB7AP9HY254782,Nissan,Sentra,SV CVT,2017,97387,29.0,37.0, Automatic,FWD,Gas,Silver,Black,1,2,Fleetuse,12238,5, MO
273, SALWG2RU4KA862568,Land Rover,Rover Range Rover Sport,Turbo i6 MHEV SE,2019,28031,19.0,25.0, Automatic,4WD,Diesel,Silver,Black,0,1,Personaluse,59620,3, TX
274, WBAYF8C51FD653894,BMW,7 ,750Li xDrive,2015,35449,16.0,24.0, Automatic,AWD,Gas,Black,Black,0,2,Personaluse,32990,7, FL
275, 3TMDZ5BN7HM024169,Toyota,Tacoma,SR5 Double Cab 6.1' Bed V6 4WD Automatic,2017,55084,18.0,23.0, Automatic,4WD,Gas,Gray,Gray,0,3,Fleetuse,31600,5, NE
276, 5FPYK3F62KB003424,Honda,Ridgeline,RTL-T AWD,2019,40071,18.0,25.0, Automatic,AWD,Gas,White,Black,0,2,Personaluse,34789,3, MI
277, 5TFSZ5AN3HX058516,Toyota,Tacoma,TRD Off Road Access Cab 6.1' Bed V6 4WD Automatic,2017,113920,18.0,23.0, Automatic,4WD,Gas,Red,Gray,0,1,Personaluse,27492,5, TN
278, 3N1AB7AP7DL642326,Nissan,Sentra,SR CVT,2013,91087,30.0,39.0, Automatic,FWD,Gas,Black,Black,0,3,Personaluse,9595,9, CA
279, WA1VAAF78KD023531,Audi,Q7,Prestige 3.0,2019,26516,19.0,25.0, Automatic,AWD,Gas,White,Black,0,1,Personaluse,53000,3, VA
280, 19XFB2F5XDE010535,Honda,Civic,LX Sedan Automatic,2013,102711,28.0,39.0, Automatic,FWD,Gas,White,Black,0,3,Personaluse,12599,9, FL
281, 5NPD74LF6KH456871,Hyundai,Elantra,SE 2.0L Automatic,2019,91031,29.0,38.0, Automatic,FWD,Gas,Gray,Black,0,1,Personaluse,15500,3, CA
282, JF2SHADC6DH441104,Subaru,Forester,2.5X Premium Auto,2013,145394,21.0,27.0, Automatic,AWD,Gas,White,Gray,0,2,Personaluse,10000,9, CA
283, KNMAT2MVXLP500644,Nissan,Rogue,SV AWD,2020,69509,25.0,32.0, Automatic,AWD,Gas,Silver,Black,0,2,Personaluse,22899,2, TX
284, 5N1AT2MV5KC829804,Nissan,Rogue,S AWD,2019,13258,25.0,32.0, Automatic,AWD,Gas,Silver,Black,0,2,Personaluse,24998,3, CA
285, 3N1CN7AP1KL878449,Nissan,Versa,SV Sedan CVT,2019,37652,31.0,39.0, Automatic,FWD,Gas,Black,Black,1,1,Personaluse,16500,3, TX
286, 3N1AB7AP5KY397073,Nissan,Sentra,S CVT,2019,45252,27.0,35.0, Automatic,FWD,Gas,Silver,Black,1,2,Fleetuse,18250,3, ID
287, WDDGF8AB3ER302127,Mercedes-Benz,C-Class,C 300 4MATIC Sport Sedan,2014,48990,20.0,27.0, Automatic,AWD,Gas,Gray,Black,0,2,Personaluse,20995,8, NJ
288, 5N1AL0MM1DC341500,INFINITI,JX35,AWD,2013,122523,17.0,23.0, Automatic,AWD,Gas,Black,Gray,0,3,Personaluse,14999,9, MO
289, WAUGFAFC5FN033170,Audi,A6,Premium Plus Sedan 2.0T quattro,2015,123023,20.0,29.0, Automatic,AWD,Gas,Silver,Black,0,2,Personaluse,13999,7, LA
290, 2C3CDXCT2HH511334,Dodge,Charger,R/T RWD,2017,38785,16.0,25.0, Automatic,RWD,Gas,Gray,Black,0,1,Personaluse,29900,5, GA
291, 5J8TB4H56FL024570,Acura,RDX,AWD with Technology Package,2015,128850,19.0,27.0, Automatic,AWD,Gas,White,Beige,0,2,Fleetuse,16800,7, TX
292, 1C4RJFBG5KC841234,Jeep,Grand Cherokee,Limited 4WD,2019,38373,18.0,25.0, Automatic,4WD,Gas,White,Black,0,1,Personaluse,33500,3, FL
293, 1FMCU9GD9JUB05432,Ford,Escape,SE 4WD,2018,71602,22.0,28.0, Automatic,4WD,Gas,Silver,Black,0,1,Personaluse,19817,4, IN
294, 3N1AB7AP2JY333619,Nissan,Sentra,S CVT,2018,67898,29.0,37.0, Automatic,FWD,Gas,Black,Black,0,3,Fleetuse,14799,4, CA
295, JA4AZ3A32LZ034715,Mitsubishi,Outlander,SEL S-AWC,2020,46301,24.0,29.0, Automatic,4WD,Gas,Silver,Black,0,1,Personaluse,22991,2, CO
296, 5TDJZRFH4KS574175,Toyota,Highlander,XLE V6 AWD,2019,34708,20.0,26.0, Automatic,AWD,Gas,Black,Beige,1,2,Personaluse,36800,3, AZ
297, 2LMDJ8JK6DBL17007,Lincoln,MKX,AWD,2013,38377,17.0,23.0, Automatic,AWD,Gas,Black,Black,0,1,Personaluse,19988,9, FL
298, 4T1K61AK9NU007568,Toyota,Camry,XSE Automatic FWD,2022,6682,27.0,38.0, Automatic,FWD,Gas,White,Red,0,1,Personaluse,39000,0, FL
299, 5N1AT2MT0LC742196,Nissan,Rogue,S FWD,2020,6479,26.0,33.0, Automatic,FWD,Gas,Gray,Black,0,1,Personaluse,27995,2, VA
300, 5XYP3DHC8NG269814,Kia,Telluride,EX AWD,2022,743,19.0,24.0, Automatic,AWD,Gas,Black,Gray,0,1,Personaluse,52000,0, IN
301, 1FM5K8GT0FGA83519,Ford,Explorer,Sport 4WD,2015,109480,16.0,22.0, Automatic,4WD,Gas,Black,Black,0,1,Fleetuse,21350,7, FL
302, 1FTEW1EPXFFB54074,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,2015,103476,17.0,23.0, Automatic,4WD,Gas,Black,Gray,0,2,Personaluse,24000,7, CA
303, 1C6JJTBG7LL144748,Jeep,Gladiator,Rubicon,2020,17510,16.0,23.0, Automatic,4WD,Gas,Gray,Black,0,1,Personaluse,52800,2, WI
304, 1FM5K8D88JGA29913,Ford,Explorer,XLT 4WD,2018,120115,16.0,22.0, Automatic,4WD,Gas,Red,Black,0,2,Fleetuse,21998,4, IL
305, 1FTBR1Y83LKA71300,Ford,Transit  ,"T-250 130"" Low Roof 9070 GVWR RWD",2020,23034,20.0,28.0, Automatic,RWD,Gas,White,Gray,0,2,Personaluse,44991,2, FL
306, SALCP2FX6LH833812,Land Rover,Rover Discovery Sport,SE,2020,34769,19.0,24.0, Automatic,4WD,Gas,Black,Black,0,1,Personaluse,37800,2, KS
307, WAUVGAFHXAN014820,Audi,S5,Prestige Cabriolet,2010,89500,17.0,26.0, Automatic,AWD,Gas,Black,Black,0,2,Personaluse,18995,12, FL
308, 1FTFW1R65EFC89693,Ford,F-150,SVT Raptor SuperCrew 5.5' Box 4WD,2014,120400,11.0,16.0, Automatic,4WD,Gas,White,Black,0,1,Personaluse,36995,8, FL
309, 1GCUYEEDXKZ125184,Chevrolet,Silverado 1500,RST Crew Cab Short Box 4WD,2019,86359,19.0,22.0, Automatic,4WD,Gas,White,Black,0,2,Personaluse,38990,3, GA
310, 1C6HJTAG7ML562003,Jeep,Gladiator,Willys Sport,2021,14744,16.0,23.0, Automatic,4WD,Gas,White,Black,0,1,Personaluse,41991,1, GA
