,VIN,brand,model,trim,manufacture_year,mileage,MPG_city,MPG_highway,transmission,drive_type,fuel_type,exterior_color,interior_color,accidents,owners,car_usage_type,price,car_age,state
2431, 1FTFW1E52MFA36102,Ford,F-150,XL SuperCrew 5.5' Box 4WD,2021,25852,19.0,22.0, Automatic,4WD,Gas,White,Black,0,1,Personaluse,46998,1, VA
2432, 1C4BJWDG3GL158017,Jeep,Wrangler,Unlimited Sport,2016,86732,16.0,21.0, Automatic,4WD,Gas,Gray,Black,0,2,Personaluse,27998,6, AZ
2433, W1K6G6DB9NA094231,Mercedes-Benz,S-Class,S 500 4MATIC,2022,7338,18.0,28.0, Automatic,AWD,Gas,White,Black,0,1,Personaluse,109900,0, TX
2434, 1N4AL3APXHC130490,Nissan,Altima,2.5 SR,2017,58450,26.0,37.0, Automatic,FWD,Gas,White,Black,0,1,Personaluse,17990,5, FL
2435, 5XYPG4A52LG664150,Kia,Sorento,LX V6 FWD,2020,45284,19.0,26.0, Automatic,FWD,Gas,White,Black,0,1,Personaluse,23697,2, FL
2436, 1FMCU9HD0JUA17965,Ford,Escape,SEL 4WD,2018,49972,22.0,28.0, Automatic,4WD,Gas,Silver,Black,0,1,Fleetuse,24625,4, MA
2437, WBA8B7G56GNT95545,BMW,3 ,340i xDrive Sedan,2016,42552,22.0,33.0, Automatic,AWD,Gas,Blue,Black,0,2,Personaluse,31171,6, CA
2438, 1GKKNXLS8HZ314121,GMC,Acadia,Denali AWD,2017,81261,18.0,25.0, Automatic,AWD,Gas,Gray,Black,0,2,Personaluse,29998,5, TX
2439, 1FM5K8D87KGB25324,Ford,Explorer,XLT 4WD,2019,64024,16.0,22.0, Automatic,4WD,Gas,White,Black,0,1,Fleetuse,27990,3, FL
2440, 1C4RJFBG8LC262773,Jeep,Grand Cherokee,Limited 4WD,2020,30837,18.0,25.0, Automatic,4WD,Gas,Red,Black,0,1,Fleetuse,34590,2, FL
2441, 5XXGT4L35JG182412,Kia,Optima,LX,2018,34424,25.0,36.0, Automatic,FWD,Gas,Silver,Black,1,2,Fleetuse,21997,4, CA
2442, 5YJYGDEEXMF072471,Tesla,Model Y,Long Range AWD,2021,14395,117.0,131.0, Automatic,AWD,Electric,White,Black,0,1,Personaluse,66590,1, TX
2443, 3GNAXHEV4JL104408,Chevrolet,Equinox,LS with 1LS FWD,2018,50966,26.0,32.0, Automatic,FWD,Gas,Gray,Gray,0,2,Fleetuse,19990,4, CO
2444, 19UUB1F61LA800092,Acura,TLX,2.4L FWD with A-Spec Package,2020,14177,23.0,32.0, Automatic,FWD,Gas,White,Red,0,1,Fleetuse,34944,2, KY
2445, 1V2XR2CA8KC585575,Volkswagen,Atlas,V6 SE with Technology and R-Line 3.6L 4MOTION,2019,20859,17.0,23.0, Automatic,AWD,Gas,Blue,Beige,0,1,Personaluse,38474,3, CA
2446, 1GCUYDED7MZ105214,Chevrolet,Silverado 1500,LT with 1LT Crew Cab Short Bed 4WD,2021,36256,19.0,22.0, Automatic,4WD,Gas,Silver,Black,0,1,Personaluse,42998,1, OH
2447, 1FTEW1EP3KFC83459,Ford,F-150,XL SuperCrew 5.5' Box 4WD,2019,63210,18.0,23.0, Automatic,4WD,Gas,Gray,Black,0,1,Personaluse,35590,3, NY
2448, 5N1AT2MV2KC845524,Nissan,Rogue,S AWD,2019,23685,25.0,32.0, Automatic,AWD,Gas,Silver,Black,0,1,Personaluse,24998,3, FL
2449, 1G1JB5SH3E4171834,Chevrolet,Sonic,LS Sedan MT,2014,121316,26.0,35.0, Manual,FWD,Gas,Red,Black,0,2,Personaluse,6750,8, CO
2450, 3VV3B7AX7KM012563,Volkswagen,Tiguan,SE FWD,2019,35560,22.0,29.0, Automatic,FWD,Gas,Black,Black,0,4,Personaluse,26998,3, FL
2451, JH4CW2H50DC000395,Acura,TSX,Sport Wagon I4 Automatic,2013,113921,22.0,30.0, Automatic,FWD,Gas,Gray,Black,1,2,Personaluse,15200,9, CA
2452, 5UXKR0C59JL071315,BMW,X5,xDrive35i AWD,2018,41868,18.0,24.0, Automatic,AWD,Gas,Black,Black,1,1,Personaluse,42998,4, TX
2453, 1GKKNLLA3HZ153998,GMC,Acadia,SLE with SLE-2 FWD,2017,39694,21.0,26.0, Automatic,FWD,Gas,Silver,Black,0,2,Personaluse,25500,5, CA
2454, 1N4AL3AP1FC417939,Nissan,Altima,2.5 S,2015,61278,27.0,38.0, Automatic,FWD,Gas,Gray,Black,1,1,Personaluse,16998,7, IL
2455, WBY2Z2C56GV675722,BMW,i8,Coupe,2016,63504,10.0,17.0, Automatic,AWD,Hybrid,Blue,Gray,0,2,Personaluse,69202,6, IL
2456, 3GNAXSEV0JS578407,Chevrolet,Equinox,LT with 1LT AWD,2018,52182,24.0,30.0, Automatic,AWD,Gas,White,Black,0,2,Fleetuse,21590,4, TX
2457, 1C6RREGT8KN541160,Ram,1500,"Tradesman Crew Cab 5'7"" Box 2WD",2019,70386,20.0,25.0, Automatic,RWD,Gas,White,Black,0,1,Personaluse,30998,3, FL
2458, 4JGDA5JB5JB031628,Mercedes-Benz,GLE,GLE 350 SUV RWD,2018,30308,18.0,23.0, Automatic,RWD,Gas,Black,Black,0,2,Fleetuse,41998,4, FL
2459, WVGAV7AX9CW006483,Volkswagen,Tiguan,S FWD Auto,2012,85544,22.0,27.0, Automatic,FWD,Gas,Red,Black,0,2,Fleetuse,11995,10, AZ
2460, 3GCPCREC8JG567132,Chevrolet,Silverado 1500,LT Crew Cab Short Box 2WD,2018,8371,18.0,24.0, Automatic,RWD,Gas,White,Black,0,2,Personaluse,38590,4, NE
2461, 1FTFW1R6XEFC92301,Ford,F-150,SVT Raptor SuperCrew 5.5' Box 4WD,2014,93975,11.0,16.0, Automatic,4WD,Gas,White,Black,0,3,Personaluse,38998,8, CA
2462, 1G1ZD5ST8KF159969,Chevrolet,Malibu,LT with 1LT,2019,85133,29.0,36.0, Automatic,FWD,Gas,Black,Black,0,1,Personaluse,20998,3, FL
2463, 58ABZ1B14KU047672,Lexus,ES,ES 350,2019,17345,22.0,33.0, Automatic,FWD,Gas,Silver,Beige,0,1,Personaluse,37990,3, AL
2464, 5N1AT2MV2JC771116,Nissan,Rogue,S AWD,2018,46551,25.0,32.0, Automatic,AWD,Gas,Gray,Black,1,2,Fleetuse,22699,4, TX
2465, 1C6HJTAG4ML501918,Jeep,Gladiator,Sport,2021,31975,16.0,23.0, Automatic,4WD,Gas,Gray,Black,0,1,Personaluse,41998,1, FL
2466, JM3KFBDL0H0210267,Mazda,CX-5,Grand Touring AWD,2017,25454,23.0,29.0, Automatic,AWD,Gas,Silver,Black,0,1,Personaluse,27200,5, CA
2467, SALZJ2FX0LH024592,Land Rover,Rover Range Rover Evoque,P250 S,2020,33791,20.0,27.0, Automatic,AWD,Gas,White,Black,0,2,Personaluse,43995,2, NV
2468, 5NPLL4AG8MH041587,Hyundai,Elantra,SE IVT,2021,12364,33.0,43.0, Automatic,FWD,Gas,Gray,Gray,1,1,Personaluse,22000,1, TX
2469, 1C4PJLDN1KD134465,Jeep,Cherokee,Limited FWD,2019,43940,22.0,31.0, Automatic,FWD,Gas,Gray,Black,0,1,Personaluse,24990,3, TX
2470, 1C4PJMBS4FW641949,Jeep,Cherokee,Trailhawk 4WD,2015,93072,19.0,25.0, Automatic,4WD,Gas,White,Black,0,1,Personaluse,19000,7, IN
2471, 3FA6P0HD9JR279159,Ford,Fusion,SE FWD,2018,24894,21.0,32.0, Automatic,FWD,Gas,Gray,Gray,0,2,Fleetuse,23475,4, FL
2472, 3C4NJDCB9KT638468,Jeep,Compass,Limited 4WD,2019,37055,22.0,30.0, Automatic,4WD,Gas,Gray,Black,0,2,Personaluse,24590,3, FL
2473, 2C4RDGCG5KR775531,Dodge,Grand Caravan,SXT,2019,49103,17.0,25.0, Automatic,FWD,Gas,Black,Black,0,1,Personaluse,23344,3, CO
2474, KL4CJGSM2KB818219,Buick,Encore,Essence AWD,2019,32559,24.0,29.0, Automatic,AWD,Gas,Gray,Black,0,1,Fleetuse,25125,3, CA
2475, 4T1B11HK2JU094910,Toyota,Camry,LE I4 Automatic,2018,104570,28.0,39.0, Automatic,FWD,Gas,Gray,Black,0,2,Personaluse,19998,4, TX
2476, 5XXGT4L32KG379118,Kia,Optima,S,2019,44877,24.0,33.0, Automatic,FWD,Gas,Gray,Black,0,1,Personaluse,22998,3, SC
2477, WP1AA2A55MLB17745,Porsche,Macan,AWD,2021,1411,19.0,23.0, Automatic,AWD,Gas,Black,Black,0,1,Personaluse,58900,1, IN
2478, JTJAM7BX1M5284028,Lexus,GX,GX 460 Premium,2021,19515,15.0,19.0, Automatic,4WD,Gas,Black,Red,0,1,Personaluse,55495,1, FL
2479, 3KPFL4A75JE185238,Kia,Forte,LX Sedan Automatic,2018,66296,29.0,37.0, Automatic,FWD,Gas,White,Gray,0,1,Personaluse,15990,4, ID
2480, 3GNKBHRS4LS612955,Chevrolet,Blazer,2LT AWD,2020,22569,21.0,27.0, Automatic,AWD,Gas,Red,Black,0,2,Personaluse,34000,2, PA
2481, 2HGFC3A50LH753915,Honda,Civic,Si Coupe,2020,27178,26.0,36.0, Manual,FWD,Gas,White,Black,0,2,Personaluse,29998,2, FL
2482, 5TDJZRFH2KS565183,Toyota,Highlander,XLE V6 AWD,2019,80651,20.0,26.0, Automatic,AWD,Gas,Black,Black,0,1,Personaluse,32500,3, OH
2483, 1FM5K8D81DGA75796,Ford,Explorer,XLT 4WD,2013,98476,17.0,23.0, Automatic,4WD,Gas,Blue,Black,0,2,Personaluse,17800,9, CA
2484, JTMN1RFV0KD503226,Toyota,RAV4,Limited AWD,2019,71762,25.0,33.0, Automatic,AWD,Gas,White,Gray,0,1,Personaluse,31996,3, CA
2485, 5N1DR3CA6NC210486,Nissan,Pathfinder,SL FWD,2022,3905,21.0,26.0, Automatic,FWD,Gas,Black,Black,0,1,Personaluse,42891,0, TX
2486, 5N1DL0MN7LC532777,INFINITI,QX60,PURE FWD,2020,50260,20.0,27.0, Automatic,FWD,Gas,Black,Gray,0,2,Fleetuse,31998,2, FL
2487, WDDWK8EB3KF776772,Mercedes-Benz,C-Class,C 300 Cabriolet 4MATIC,2019,12583,18.0,25.0, Automatic,AWD,Gas,White,Black,0,2,Personaluse,56000,3, NY
2488, 5TFRY5F10LX262321,Toyota,Tundra,SR Double Cab 6.5' Bed 5.7L 2WD,2020,35419,13.0,18.0, Automatic,RWD,Gas,Red,Gray,1,2,Fleetuse,32998,2, NH
2489, 5YFBURHE9FP359413,Toyota,Corolla,LE CVT,2015,45376,29.0,38.0, Automatic,FWD,Gas,Silver,Gray,0,1,Personaluse,16990,7, TX
2490, 1GCPYFED4MZ149826,Chevrolet,Silverado 1500,LT Trail Boss Crew Cab Short Bed 4WD,2021,14634,16.0,21.0, Automatic,4WD,Gas,Gray,Black,0,1,Personaluse,50000,1, IL
2491, 1FM5K8D86KGB49064,Ford,Explorer,XLT 4WD,2019,64097,16.0,22.0, Automatic,4WD,Gas,Silver,Black,0,1,Fleetuse,27590,3, TX
2492, 5UXKR2C55J0X08245,BMW,X5,sDrive35i RWD,2018,35492,18.0,25.0, Automatic,RWD,Gas,Black,Black,1,2,Personaluse,41998,4, MA
2493, 5TFDY5F15MX020684,Toyota,Tundra,SR5 CrewMax 5.5' Bed 5.7L 4WD,2021,28904,13.0,17.0, Automatic,4WD,Gas,Black,Black,0,1,Personaluse,46590,1, TX
2494, WA1ANAFY9J2012852,Audi,Q5,Premium,2018,85043,23.0,27.0, Automatic,AWD,Gas,Gray,Black,0,1,Personaluse,25966,4, TX
2495, 1FM5K7D87GGB70586,Ford,Explorer,XLT FWD,2016,71359,17.0,24.0, Automatic,FWD,Gas,Gray,Black,1,2,Personaluse,21000,6, FL
2496, 1N4BL4CV0LC154537,Nissan,Altima,2.5 SR FWD,2020,15917,27.0,37.0, Automatic,FWD,Gas,Black,Black,0,1,Personaluse,24977,2, CA
2497, 4JGDA5GB8KB204597,Mercedes-Benz,GLE,GLE 400 4MATIC,2019,40780,18.0,23.0, Automatic,RWD,Gas,Black,Black,0,1,Personaluse,44000,3, NV
2498, 4S4BSAHC2J3201174,Subaru,Outback,2.5i Premium,2018,28119,25.0,32.0, Automatic,AWD,Gas,Black,Beige,0,1,Personaluse,27998,4, PA
2499, 1C6RR7LG1JS258202,Ram,1500,"Big Horn Crew Cab 5'7"" Box 4WD",2018,17412,16.0,23.0, Automatic,4WD,Gas,Gray,Gray,0,1,Personaluse,36998,4, WI
2500, 3FA6P0H77HR358754,Ford,Fusion,SE FWD,2017,89462,21.0,32.0, Automatic,FWD,Gas,Gray,Gray,0,2,Fleetuse,16995,5, TX
2501, 19XFC2F6XKE018962,Honda,Civic,LX Sedan CVT,2019,13142,30.0,38.0, Automatic,FWD,Gas,Black,Gray,2,1,Personaluse,19966,3, GA
2502, 5UXCR6C06M9G65229,BMW,X5,xDrive40i,2021,18618,21.0,25.0, Automatic,AWD,Gas,Blue,Black,0,1,Personaluse,63000,1, TX
2503, 1FADP5CU7GL101513,Ford,C-Max,Energi SEL,2016,91631,37.0,42.0, Automatic,FWD,Hybrid,Blue,Black,0,1,Personaluse,15250,6, TX
2504, 1FTEW1EP8KFA08914,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,2019,57954,18.0,23.0, Automatic,4WD,Gas,Silver,Gray,0,1,Personaluse,36346,3, CA
2505, SHHFK8G78KU205980,Honda,Civic,Type R Manual,2019,31743,22.0,28.0, Manual,FWD,Gas,White,Red,0,1,Personaluse,39991,3, CA
2506, 1GKKNXLS0MZ232054,GMC,Acadia,Denali AWD,2021,13351,19.0,26.0, Automatic,AWD,Gas,Green,Black,0,1,Personaluse,45695,1, NY
2507, 3PCAJ5BB2MF103893,INFINITI,QX50,LUXE AWD,2021,15008,22.0,28.0, Automatic,AWD,Gas,Blue,Beige,0,1,Personaluse,39000,1, MO
2508, WDDHF5KB6EA878326,Mercedes-Benz,E-Class,E 350 Sport Sedan RWD,2014,80180,21.0,30.0, Automatic,RWD,Gas,Gray,Gray,1,3,Personaluse,20995,8, KY
2509, 1G1ZD5ST4LF094216,Chevrolet,Malibu,LT,2020,58667,29.0,36.0, Automatic,FWD,Gas,White,Black,0,1,Fleetuse,18900,2, IL
2510, 2C4RDGEG0KR693655,Dodge,Grand Caravan,GT,2019,65755,17.0,25.0, Automatic,FWD,Gas,Blue,Black,0,1,Personaluse,20591,3, MD
2511, 2GNAXUEV4L6223396,Chevrolet,Equinox,LT with 1LT AWD,2020,51733,25.0,30.0, Automatic,AWD,Gas,Black,Black,1,1,Fleetuse,25678,2, NC
2512, WDDEJ7EBXCA029516,Mercedes-Benz,CL,63 AMG RWD,2012,59146,15.0,22.0, Automatic,RWD,Gas,Black,Black,0,3,Fleetuse,42990,10, GA
2513, 5N1DL0MMXJC502872,INFINITI,QX60,3.5 AWD,2018,29115,19.0,26.0, Automatic,AWD,Gas,White,Gray,0,2,Fleetuse,33998,4, IN
2514, 1GCHTCEA3J1102482,Chevrolet,Colorado,LT Extended Cab Standard Box 4WD Automatic,2018,42139,19.0,24.0, Automatic,4WD,Gas,Green,Black,0,1,Personaluse,28244,4, TX
2515, WBAJA7C51KG912077,BMW,5 ,530i xDrive,2019,51513,23.0,33.0, Automatic,AWD,Gas,Silver,Black,0,1,Fleetuse,33998,3, TX
2516, WDBSK71F07F128324,Mercedes-Benz,SL,SL 550 V8 Roadster,2007,61769,14.0,22.0, Automatic,RWD,Gas,Blue,Gray,1,2,Personaluse,22990,15, CA
2517, 1N4BL4DV7LC236392,Nissan,Altima,2.5 SV FWD,2020,25730,28.0,39.0, Automatic,FWD,Gas,Red,Black,0,1,Personaluse,25998,2, KY
2518, NMTKHMBX6JR013111,Toyota,C-HR,XLE FWD,2018,60370,27.0,31.0, Automatic,FWD,Gas,Gray,Black,2,2,Personaluse,23497,4, TN
2519, 3C4NJDBBXKT648556,Jeep,Compass,Latitude 4WD,2019,63174,22.0,31.0, Manual,4WD,Gas,Gray,Black,0,1,Personaluse,20990,3, NC
2520, 5TDZKRFH2ES008110,Toyota,Highlander,LE Plus V6 FWD,2014,41471,19.0,25.0, Automatic,FWD,Gas,Gray,Gray,0,1,Personaluse,27998,8, AZ
2521, 4T1B61HKXJU029756,Toyota,Camry,XSE I4 Automatic,2018,115656,28.0,39.0, Automatic,FWD,Gas,White,Red,0,1,Personaluse,23750,4, CA
2522, 1FT7W2BTXNEC82657,Ford,Super Duty F-250,LARIAT Crew Cab 6.75' Box 4WD,2022,14264,18.0,26.0, Automatic,4WD,Diesel,Black,Black,0,1,Personaluse,79998,0, OR
2523, 1FMCU9BZ9LUA80389,Ford,Escape,Hybrid SE Sport AWD,2020,20548,37.0,43.0, Automatic,AWD,Hybrid,White,Gray,0,2,Fleetuse,32998,2, FL
2524, 4T1BD1FK9EU116272,Toyota,Camry,2014 Hybrid LE,2014,180760,39.0,43.0, Automatic,FWD,Hybrid,White,Gray,0,1,Personaluse,10995,8, SC
2525, 3FA6P0HD0FR118979,Ford,Fusion,SE FWD,2015,38224,22.0,34.0, Automatic,FWD,Gas,Gray,Black,0,2,Personaluse,18998,7, TX
2526, 2HKRM4H52FH636062,Honda,CR-V,EX AWD,2015,81486,26.0,33.0, Automatic,AWD,Gas,Black,Black,1,2,Personaluse,20998,7, TX
2527, 1G1FH1R72J0115542,Chevrolet,Camaro,SS with 2SS Coupe,2018,46120,16.0,25.0, Automatic,RWD,Gas,White,Black,0,2,Personaluse,38500,4, TX
2528, 1C6RR6FM5HS747384,Ram,1500,"Tradesman Quad Cab 6'4"" Box 2WD",2017,55955,17.0,25.0, Automatic,RWD,Diesel,White,Gray,1,2,Personaluse,25998,5, NM
2529, 1FMJK1NT8LEA43575,Ford,Expedition,Max King Ranch RWD,2020,74856,17.0,23.0, Automatic,RWD,Gas,White,Beige,0,1,Personaluse,52998,2, TX
2530, 3VV2B7AX3KM006089,Volkswagen,Tiguan,SE 4MOTION,2019,25556,21.0,29.0, Automatic,AWD,Gas,Blue,Black,0,1,Personaluse,31988,3, NJ
2531, 1FA6P8CFXM5137675,Ford,Mustang,GT Fastback,2021,1975,15.0,24.0, Manual,RWD,Gas,Black,Black,0,1,Personaluse,42998,1, AR
2532, WAUBFGFF8F1005460,Audi,A3,Premium Sedan 2.0T quattro,2015,34373,24.0,33.0, Automatic,AWD,Gas,Silver,Black,0,3,Personaluse,24998,7, MT
2533, 1GKKNXLS7KZ230802,GMC,Acadia,Denali AWD,2019,67219,17.0,25.0, Automatic,AWD,Gas,White,Black,0,1,Personaluse,33998,3, VA
2534, WDDZF4KB0KA512419,Mercedes-Benz,E-Class,E 300 Sedan 4MATIC,2019,48896,21.0,29.0, Automatic,AWD,Gas,White,Black,1,1,Personaluse,44000,3, MI
2535, 1FMEE5DH7NLA73713,Ford,Bronco,Badlands 4 Door Advanced 4WD,2022,1578,16.0,17.0, Manual,4WD,Gas,Blue,Black,0,1,Personaluse,62990,0, MI
2536, 5TDDZRFH0KS919893,Toyota,Highlander,Limited V6 AWD,2019,29980,20.0,26.0, Automatic,AWD,Gas,Green,Beige,0,1,Personaluse,39000,3, VA
2537, 5NPE24AF9JH695013,Hyundai,Sonata,SE 2.4L (SULEV),2018,45495,25.0,36.0, Automatic,FWD,Gas,Gray,Gray,1,2,Personaluse,21000,4, TX
2538, 1C6RR7LT8HS503388,Ram,1500,"Big Horn Crew Cab 5'7"" Box 4WD",2017,65553,16.0,23.0, Automatic,4WD,Gas,White,Gray,0,2,Personaluse,32998,5, TX
2539, 5N1AR2MM5FC652862,Nissan,Pathfinder,S 4WD,2015,81460,19.0,26.0, Automatic,4WD,Gas,Blue,Black,1,2,Personaluse,15950,7, VA
2540, WBA8E5G5XGNU19938,BMW,3 ,320i xDrive Sedan,2016,102039,23.0,35.0, Automatic,AWD,Gas,Gray,Black,0,2,Personaluse,16464,6, AZ
2541, 2T2BK1BA9DC221506,Lexus,RX,RX 350 AWD,2013,87113,18.0,24.0, Automatic,AWD,Gas,Black,Black,0,3,Fleetuse,22371,9, IN
2542, 1V2WR2CA2KC576866,Volkswagen,Atlas,V6 SE with Technology 3.6L FWD,2019,51322,17.0,24.0, Automatic,FWD,Gas,Gray,Black,0,1,Personaluse,32000,3, CA
2543, 2HGFC1F76GH651247,Honda,Civic,EX-L Sedan CVT,2016,90341,31.0,42.0, Automatic,FWD,Gas,Gray,Gray,0,2,Personaluse,17999,6, TX
2544, 3C4NJDDB9LT177403,Jeep,Compass,Trailhawk 4WD,2020,47463,22.0,30.0, Automatic,4WD,Gas,White,Black,0,1,Personaluse,25097,2, TX
2545, 3FA6P0UU5GR375224,Ford,Fusion,Hybrid S FWD,2016,76921,41.0,44.0, Automatic,FWD,Hybrid,White,Gray,1,2,Personaluse,18000,6, OH
2546, 3FA6P0LU8KR101400,Ford,Fusion,Hybrid SE FWD,2019,41694,41.0,43.0, Automatic,FWD,Hybrid,White,Gray,0,1,Personaluse,24390,3, FL
2547, JN1BJ1CR2KW627887,Nissan,Rogue Sport,SV AWD,2019,27278,24.0,30.0, Automatic,AWD,Gas,White,Gray,0,1,Personaluse,25998,3, TN
2548, 1FTFW1E54KFB70400,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,2019,30778,18.0,23.0, Automatic,4WD,Gas,Red,Black,0,1,Personaluse,39500,3, TX
2549, 3N1AB7AP0KY307828,Nissan,Sentra,SR CVT,2019,63590,29.0,37.0, Automatic,FWD,Gas,Blue,Black,1,3,Personaluse,19998,3, OR
2550, 1GCVKREC8GZ133330,Chevrolet,Silverado 1500,LT Double Cab Standard Box 4WD,2016,64120,17.0,22.0, Automatic,4WD,Gas,Silver,Black,0,2,Personaluse,31998,6, CO
2551, 1C6RR7KT8JS176899,Ram,1500,"Express Crew Cab 5'7"" Box 4WD",2018,56003,16.0,23.0, Automatic,4WD,Gas,Black,Gray,0,2,Personaluse,33998,4, GA
2552, KMHTC6AD0HU307175,Hyundai,Veloster,Base DCT,2017,54718,28.0,35.0, Automatic,FWD,Gas,Gray,Black,0,2,Personaluse,17989,5, TX
2553, 4T1B61HK6KU826944,Toyota,Camry,XSE Automatic,2019,32856,28.0,39.0, Automatic,FWD,Gas,Silver,Red,0,1,Personaluse,30998,3, CO
2554, KNMAT2MT3KP510543,Nissan,Rogue,SV FWD,2019,61730,26.0,33.0, Automatic,FWD,Gas,White,Black,0,1,Fleetuse,21590,3, CA
2555, 1N4AL3AP5FC473088,Nissan,Altima,2.5 S,2015,87494,27.0,38.0, Automatic,FWD,Gas,Red,Black,0,1,Personaluse,14990,7, GA
2556, WBAPH77509NM28987,BMW,3 ,328i Sedan,2009,131490,18.0,28.0, Automatic,RWD,Gas,White,Black,0,2,Personaluse,9577,13, CA
2557, 1C4RJFJG3FC882937,Jeep,Grand Cherokee,Summit 4WD,2015,99175,17.0,24.0, Automatic,4WD,Gas,Gray,Black,0,1,Personaluse,25998,7, CT
2558, 5TFDY5F16MX986512,Toyota,Tundra,SR5 CrewMax 5.5' Bed 5.7L 4WD,2021,21287,13.0,17.0, Automatic,4WD,Gas,Silver,Black,0,1,Personaluse,46998,1, IL
2559, JTJHY7AX0H4234401,Lexus,LX,LX 570,2017,56968,13.0,18.0, Automatic,4WD,Gas,White,Black,0,2,Personaluse,65495,5, TX
2560, 1C4HJXDG1MW644531,Jeep,Wrangler,Unlimited Willys,2021,49667,17.0,23.0, Automatic,4WD,Gas,Gray,Black,0,1,Personaluse,43998,1, FL
2561, 1C3CCCAB7HN500522,Chrysler,200,Limited Platinum FWD,2017,56177,23.0,36.0, Automatic,FWD,Gas,Gray,Beige,1,2,Personaluse,16844,5, AL
2562, JTEBU5JR0F5239143,Toyota,4Runner,Limited V6 4WD,2015,113202,17.0,21.0, Automatic,4WD,Gas,Black,Black,0,1,Personaluse,29990,7, TX
2563, 3TMDZ5BN3MM120794,Toyota,Tacoma,TRD Off Road Double Cab 6' Bed V6 4WD Automatic,2021,16511,18.0,22.0, Automatic,4WD,Gas,Red,Black,0,1,Personaluse,43998,1, IN
2564, 1C4BJWDG7HL710605,Jeep,Wrangler,Unlimited Sport,2017,55044,16.0,21.0, Automatic,4WD,Gas,Blue,Black,0,2,Personaluse,31990,5, VA
2565, 4T1B11HK8KU222956,Toyota,Camry,SE Automatic,2019,96534,28.0,39.0, Automatic,FWD,Gas,Silver,Black,0,1,Personaluse,22500,3, TX
2566, 1FT7X2B63FEA35036,Ford,Super Duty F-250,"XL SuperCab 158"" 4WD",2015,125918,18.0,26.0, Automatic,4WD,Gas,White,Gray,0,1,Fleetuse,22099,7, MA
2567, 2C3CDZAG3JH280581,Dodge,Challenger,SXT Plus RWD Automatic,2018,29981,19.0,30.0, Automatic,RWD,Gas,Gray,Black,0,1,Personaluse,27998,4, TX
2568, 5N1AA0NC7CN601025,Nissan,Armada,Platinum 4WD,2012,108719,12.0,18.0, Automatic,4WD,Gas,Black,Black,0,2,Personaluse,20998,10, TX
2569, 5UXZV4C55D0G56547,BMW,X5,xDrive35i Sport Activity AWD,2013,91160,16.0,23.0, Automatic,AWD,Gas,Black,Black,0,5,Fleetuse,14500,9, KY
2570, JTMK1RFV7KJ003830,Toyota,RAV4,LE FWD,2019,37030,26.0,35.0, Automatic,FWD,Gas,Black,Black,0,1,Personaluse,27998,3, MD
2571, 1FTFW1E85MFA59545,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,2021,18962,19.0,22.0, Automatic,4WD,Gas,White,Black,0,1,Personaluse,53998,1, NY
2572, JTJBM7FX2K5226778,Lexus,GX,GX 460,2019,41593,15.0,18.0, Automatic,4WD,Gas,White,Brown,0,2,Personaluse,44325,3, NM
2573, WA1ANAFY6J2179928,Audi,Q5,Premium,2018,54976,23.0,27.0, Automatic,AWD,Gas,Gray,Black,1,2,Personaluse,28288,4, NY
2574, 3GCPYBEK5MG241843,Chevrolet,Silverado 1500,Custom Crew Cab Short Bed 4WD,2021,9404,19.0,22.0, Automatic,4WD,Gas,White,Black,0,1,Personaluse,43998,1, CA
2575, 2T1BURHE1GC551247,Toyota,Corolla,LE CVT,2016,45212,29.0,38.0, Automatic,FWD,Gas,Gray,Gray,0,3,Personaluse,17590,6, GA
2576, 3FA6P0SU3KR211028,Ford,Fusion,Energi Titanium FWD,2019,14506,41.0,44.0, Automatic,FWD,Hybrid,Red,Black,0,1,Personaluse,28998,3, TX
2577, 3N1AB7AP1JY213228,Nissan,Sentra,SV CVT,2018,46385,29.0,37.0, Automatic,FWD,Gas,White,Black,0,2,Personaluse,19998,4, CA
2578, 1GCEC14X34Z294408,Chevrolet,Silverado 1500,WT Regular Cab Long Box 2WD,2004,84318,15.0,21.0, Automatic,RWD,Gas,White,Black,0,2,Fleetuse,8800,18, FL
2579, KL7CJLSB9KB937993,Chevrolet,Trax,LT FWD,2019,29426,26.0,31.0, Automatic,FWD,Gas,Black,Black,0,1,Personaluse,19990,3, FL
2580, 3VV3B7AX4KM039591,Volkswagen,Tiguan,SEL FWD,2019,18366,22.0,29.0, Automatic,FWD,Gas,Black,Gray,0,1,Personaluse,29998,3, TX
2581, WBAJA5C53KWW11028,BMW,5 ,530i RWD,2019,33375,24.0,34.0, Automatic,RWD,Gas,Blue,Black,0,2,Personaluse,37495,3, TX
2582, 2T3RFREV0JW832482,Toyota,RAV4,XLE AWD,2018,21838,22.0,28.0, Automatic,AWD,Gas,Gray,Black,0,1,Personaluse,28975,4, CA
2583, WA1CNAFY4J2049784,Audi,Q5,Prestige,2018,45999,23.0,27.0, Automatic,AWD,Gas,Black,Gray,0,1,Personaluse,34998,4, FL
2584, 1FM5K8D87JGC02420,Ford,Explorer,XLT 4WD,2018,64027,16.0,22.0, Automatic,4WD,Gas,Red,Gray,0,1,Personaluse,29000,4, TX
