,VIN,brand,model,trim,manufacture_year,mileage,MPG_city,MPG_highway,transmission,drive_type,fuel_type,exterior_color,interior_color,accidents,owners,car_usage_type,location,price
148, 1GCVKREH7EZ132615,Chevrolet,"['Silverado', '1500']",LT with 1LT Double Cab Standard Box 4WD,2014,"140,995",17,22, Automatic, 4WD,Gas,Silver,Black,0,1, Personal use,"Abilene, TX","18,995"
149, 1C6SRFFTXLN264649,Ram,['1500'],"Big Horn Crew Cab 5'7"" Box 4WD",2020,"13,895",19,24, Automatic, 4WD,Gas,Gray,Black,0,1, Personal use,"Alcoa, TN","45,000"
150, 3N1AB7AP9JY286752,Nissan,['Sentra'],SV CVT,2018,"68,398",29,37, Automatic, FWD,Gas,Gray,Black,0,1, Personal use,"Austin, TX","16,995"
151, 5N1AT2MV8KC709432,Nissan,['Rogue'],SL AWD,2019,"50,464",25,32, Automatic, AWD,Gas,White,Gray,0,1, Personal use,"Puyallup, WA","27,640"
152, 1FTFX1EF6EKD75704,Ford,['F-150'],XLT SuperCab 8.0' Box 4WD,2014,"151,619",14,19, Automatic, 4WD,Gas,White,Gray,0,1, Personal use,"Orlando, FL","16,990"
153, JN8AT2MTXLW040331,Nissan,['Rogue'],SV FWD,2020,"20,027",26,33, Automatic, FWD,Gas,Silver,Black,2,1, Personal use,"St. Petersburg, FL","26,995"
154, 2GNAXXEV5K6255502,Chevrolet,['Equinox'],Premier with 1LZ AWD,2019,"83,398",25,30, Automatic, AWD,Gas,Black,Black,1,1, Personal use,"Kingwood, TX","23,995"
155, 2HKRW2H82KH621435,Honda,['CR-V'],EX-L AWD,2019,"36,350",27,33, Automatic, AWD,Gas,White,Black,0,2, Personal use,"Grove City, OH","30,489"
156, 3N1CN7AP5KL864411,Nissan,['Versa'],SV Sedan CVT,2019,"45,936",31,39, Automatic, FWD,Gas,Blue,Black,0,2, Personal use,"Pratt, KS","14,977"
157, 19XFC2F6XKE049189,Honda,['Civic'],LX Sedan CVT,2019,"48,397",30,38, Automatic, FWD,Gas,Gray,Black,0,2, Personal use,"San Antonio, TX","21,739"
158, 4T1B11HKXKU218892,Toyota,['Camry'],SE Automatic,2019,"28,249",28,39, Automatic, FWD,Gas,White,Black,0,1, Personal use,"Bountiful, UT","28,000"
159, KNDPMCACXK7498795,Kia,['Sportage'],LX AWD,2019,"43,979",21,25, Automatic, AWD,Gas,Red,Gray,0,1, Personal use,"Chesapeake, VA","20,239"
160, 5TDJZRFH3JS560900,Toyota,['Highlander'],XLE V6 AWD,2018,"37,097",20,26, Automatic, AWD,Gas,White,Black,0,1, Personal use,"Jacksonville, FL","34,500"
161, 5NPE24AF5JH679083,Hyundai,['Sonata'],SE 2.4L (SULEV),2018,"84,094",25,36, Automatic, FWD,Gas,Black,Black,0,1, Personal use,"Mobile, AL","17,500"
162, 3GNFK22039G277903,Chevrolet,['Avalanche'],1500 LT with 1LT 4WD,2009,"71,600",14,19, Automatic, 4WD,Gas,Red,Black,0,2, Personal use,"Dallas, TX","17,995"
163, 1FT8X3B64GEA54934,Ford,"['Super', 'Duty', 'F-350']","XLT SuperCab 142"" 4WD",2016,"40,550",,, Automatic, 4WD,Gas,Black,Black,0,2, Personal use,"Lawrenceville, GA","42,000"
164, 58ABK1GG7GU031412,Lexus,['ES'],ES 350,2016,"24,105",21,31, Automatic, FWD,Gas,Red,Black,0,2, Personal use,"Tempe, AZ","29,500"
165, WBXHT3Z39G4A50834,BMW,['X1'],xDrive28i AWD,2016,"47,258",22,32, Automatic, AWD,Gas,Black,Beige,0,2, Personal use,"Wayne, NJ","25,309"
166, 1FMSK8DH9MGC49732,Ford,['Explorer'],XLT 4WD,2021,"5,970",20,27, Automatic, 4WD,Gas,Black,Black,0,1, Personal use,"Gettysburg, PA","40,932"
167, 5N1DR2MM3KC630933,Nissan,['Pathfinder'],SL 4WD,2019,"51,004",19,26, Automatic, 4WD,Gas,Gray,Black,0,2, Fleet use,"Deland, FL","26,991"
168, WAU8DAF87KN003426,Audi,['A8'],L 3.0T,2019,"28,030",19,27, Automatic, AWD,Gas,Black,Brown,0,2, Personal use,"Pensacola, FL","58,395"
169, 55SWF4KB4HU180111,Mercedes-Benz,['C-Class'],C 300 4MATIC Sedan,2017,"54,771",24,31, Automatic, AWD,Gas,Black,Black,0,2, Personal use,"Ft. Lauderdale, FL","24,782"
170, 2LMPJ8LR4JBL29949,Lincoln,['MKX'],Reserve AWD,2018,"49,593",16,23, Automatic, AWD,Gas,Red,Black,0,3, Fleet use,"Charleston, SC","32,997"
171, 5FNYF6H53LB016266,Honda,['Pilot'],EX-L AWD,2020,"35,307",18,26, Automatic, AWD,Gas,Black,Gray,0,1, Personal use,"Greensboro, NC","37,121"
172, JTEZU5JR9J5184019,Toyota,['4Runner'],SR5 RWD,2018,"23,969",17,21, Automatic, RWD,Gas,Black,Black,0,1, Personal use,"Live Oak, TX","34,500"
173, 1GCWGFFA5E1165553,Chevrolet,"['Express', 'Cargo', 'Van']",2500 SWB RWD,2014,"177,210",,, Automatic, RWD,Gas,White,Gray,0,3, Personal use,"San Antonio, TX","16,500"
174, KNMAT2MV5KP540418,Nissan,['Rogue'],SV AWD,2019,"17,665",25,32, Automatic, AWD,Gas,Gray,Black,0,1, Personal use,"Reno, NV","28,995"
175, 2T1BURHE1JC966169,Toyota,['Corolla'],SE CVT,2018,"58,197",28,35, Automatic, FWD,Gas,White,Black,0,1, Personal use,"Raleigh, NC","19,500"
176, 1FTFW1EF0DKD21042,Ford,['F-150'],XL SuperCrew 6.5' Box 4WD,2013,"104,203",14,19, Automatic, 4WD,Gas,Black,Gray,0,3, Personal use,"Macon, GA","19,499"
177, 2T3W1RFV2LC048423,Toyota,['RAV4'],XLE FWD,2020,"41,924",28,35, Automatic, FWD,Gas,Black,Black,0,2, Personal use,"Warrenton, VA","29,999"
178, VNKKTUD36HA081031,Toyota,['Yaris'],L 5-Door Liftback Automatic,2017,"75,525",30,35, Automatic, FWD,Gas,Silver,Black,0,3, Fleet use,"Lindon, UT","14,580"
179, 5NPD84LF6KH411345,Hyundai,['Elantra'],Value Edition 2.0L Automatic,2019,"36,121",28,37, Automatic, FWD,Gas,Gray,Gray,1,2, Fleet use,"San Antonio, TX","16,995"
180, 5UXTR9C50KLD95816,BMW,['X3'],xDrive30i AWD,2019,"11,950",22,29, Automatic, AWD,Gas,Gray,Brown,0,1, Personal use,"Clermont, FL","41,995"
181, 5NPD84LFXKH459110,Hyundai,['Elantra'],SEL 2.0L Automatic,2019,"89,929",28,37, Automatic, FWD,Gas,White,Black,0,1, Personal use,"Chula Vista, CA","16,777"
182, 5YFEPRAE4LP038518,Toyota,['Corolla'],LE CVT,2020,"33,136",30,38, Automatic, FWD,Gas,White,Gray,0,1, Personal use,"San Diego, CA","20,998"
183, 1C4PJMDX7KD441615,Jeep,['Cherokee'],Limited 4WD,2019,"30,019",,,,,,Black,Black,0,1, Personal use,"Ellicott City, MD","29,700"
184, KM8J2CA45KU877267,Hyundai,['Tucson'],SE AWD,2019,"69,363",22,25, Automatic, AWD,Gas,Black,Black,0,2, Personal use,"Saint Peters, MO","22,497"
185, 5N1AT2MV4JC820185,Nissan,['Rogue'],SL AWD,2018,"37,310",25,32, Automatic, AWD,Gas,Silver,Black,0,2, Personal use,"Houston, TX","24,349"
186, 1GCRKPE04BZ101687,Chevrolet,"['Silverado', '1500']",WT Extended Cab Long Box 4WD,2011,"151,950",15,21, Automatic, 4WD,Gas,Blue,Gray,1,2, Personal use,"Duncanville, TX","13,500"
187, 1GNKVGKD0HJ180760,Chevrolet,['Traverse'],LT with 1LT AWD,2017,"60,021",15,22, Automatic, AWD,Gas,Gray,Black,0,3, Personal use,"Houston, TX","23,997"
188, WBAJA7C5XKWW24077,BMW,"['5', 'Series']",530i xDrive,2019,"18,299",23,33, Automatic, AWD,Gas,Blue,Black,0,1, Personal use,"Harrisburg, PA","43,905"
189, 5N1AZ2MS2KN141896,Nissan,['Murano'],S AWD,2019,"45,539",,,,,,Gray,Gray,0,1, Personal use,"Pasadena, TX","25,514"
190, 1N4AL3AP1FN887960,Nissan,['Altima'],2.5 S,2015,"60,474",27,38, Automatic, FWD,Gas,Blue,Black,0,3, Personal use,"Zebulon, NC","14,799"
191, 1G1ZD5ST6LF089115,Chevrolet,['Malibu'],LT,2020,"48,530",29,36, Automatic, FWD,Gas,Gray,Black,0,1, Personal use,"Graham, NC","22,998"
192, 1HGCR2F55GA014774,Honda,['Accord'],Sport Sedan I4 CVT,2016,"78,446",26,35, Automatic, FWD,Gas,Gray,Black,0,2, Fleet use,"Post Falls, ID","19,400"
193, WDDZF4KB7KA525054,Mercedes-Benz,['E-Class'],E 300 Sedan 4MATIC,2019,"27,177",21,29, Automatic, AWD,Gas,Silver,Black,0,1, Personal use,"Midlothian, VA","42,550"
194, 1FTEW1E80HFC04959,Ford,['F-150'],XLT SuperCrew 5.5' Box 4WD,2017,"66,741",17,23, Automatic, 4WD,Gas,Silver,Gray,0,4, Personal use,"Bronx, NY","32,770"
195, 1FTFX1EF3DKE43374,Ford,['F-150'],STX SuperCab 6.5' Box 4WD,2013,"104,595",16,21, Automatic, 4WD,Gas,Black,Gray,0,3, Personal use,"Nashville, TN","18,577"
196, 4T1B11HK0KU781269,Toyota,['Camry'],SE Automatic,2019,"47,787",28,39, Automatic, FWD,Gas,Black,Black,0,2, Personal use,"Fort Worth, TX","25,939"
197, 5TDDZRFH1HS408640,Toyota,['Highlander'],Limited V6 AWD,2017,"69,745",20,26, Automatic, AWD,Gas,Black,Black,0,1, Personal use,"Chehalis, WA","30,000"
198, JA4AZ3A34LJ000810,Mitsubishi,['Outlander'],SEL S-AWC,2020,"53,104",24,29, Automatic, 4WD,Gas,Black,Black,0,1, Fleet use,"Sierra Vista, AZ","21,991"
199, WDC0G4KB6KF655436,Mercedes-Benz,['GLC'],GLC 300 4MATIC,2019,"44,694",22,27, Automatic, AWD,Gas,White,Unknown,0,2, Personal use,"Hagerstown, MD","35,500"
200, 1GKKNXLS0KZ301192,GMC,['Acadia'],Denali AWD,2019,"62,770",17,25, Automatic, AWD,Gas,White,Black,0,1, Personal use,"Boise, ID","33,490"
201, KNMAT2MT8KP545093,Nissan,['Rogue'],S FWD,2019,"15,498",26,33, Automatic, FWD,Gas,Black,Black,0,1, Personal use,"San Jose, CA","25,995"
202, JTHGZ5DC6M5011226,Lexus,['RC'],RC 350 F SPORT AWD,2021,"2,184",19,26, Automatic, AWD,Gas,White,Unknown,0,1, Personal use,"Costa Mesa, CA","53,726"
203, 1GCRKSE7XDZ381117,Chevrolet,"['Silverado', '1500']",LT Extended Cab Standard Box 4WD,2013,"142,900",13,18, Automatic, 4WD,Gas,Gray,Black,0,2, Personal use,"Roselle, NJ","16,995"
204, WDC0G4KB2KF630789,Mercedes-Benz,['GLC'],GLC 300 4MATIC,2019,"25,348",22,27, Automatic, AWD,Gas,White,Black,0,1, Personal use,"Fort Worth, TX","38,576"
205, 1FTEX1RG5JFB22553,Ford,['F-150'],Raptor SuperCab 5.5' Box 4WD,2018,"59,328",15,18, Automatic, 4WD,Gas,Black,Black,0,1, Personal use,"Billings, MT","52,900"
206, 2GNAXKEV9K6259345,Chevrolet,['Equinox'],LT with 1LT FWD,2019,"70,099",26,32, Automatic, FWD,Gas,Gray,Black,0,2, Fleet use,"Dallas, TX","22,997"
207, W1KWF8EB1MR652392,Mercedes-Benz,['C-Class'],C 300 Sedan 4MATIC,2021,55,,,,,,Black,Black,0,3, Personal use,"Hicksville, OH","45,000"
208, 1GNSKAKC8FR711862,Chevrolet,['Tahoe'],LS 4WD,2015,"109,977",16,22, Automatic, 4WD,Gas,Black,Black,2,2, Personal use,"Phoenix, AZ","25,999"
209, KNMAT2MV7HP562770,Nissan,['Rogue'],S AWD,2017,"86,794",25,32, Automatic, AWD,Gas,Gray,Black,0,1, Personal use,"Clermont, FL","17,122"
210, 1N4AL3AP1GN313702,Nissan,['Altima'],2.5 S,2016,"59,382",27,39, Automatic, FWD,Gas,White,Black,2,2, Fleet use,"Maitland, FL","15,995"
211, WP1AA2A59LLB03023,Porsche,['Macan'],AWD,2020,"21,903",19,23, Automatic, AWD,Gas,Black,Gray,0,1, Fleet use,"Pompano Beach, FL","50,000"
212, JN8AT2MT1LW018377,Nissan,['Rogue'],SV FWD,2020,"11,275",26,33, Automatic, FWD,Gas,Gray,Black,1,1, Personal use,"Henderson, NV","27,995"
213, 1C6SRFDT4KN795427,Ram,['1500'],"Laramie Quad Cab 6'4"" Box 4WD",2019,"49,378",19,24, Automatic, 4WD,Gas,Black,Black,0,1, Personal use,"Niles, MI","40,998"
214, WDDZF4KB7KA510344,Mercedes-Benz,['E-Class'],E 300 Sedan 4MATIC,2019,"27,000",21,29, Automatic, AWD,Gas,Black,Black,0,1, Personal use,"Midwest City, OK","43,500"
215, 3C6RR7LTXGG254162,Ram,['1500'],"Big Horn Crew Cab 5'7"" Box 4WD",2016,"110,397",16,23, Automatic, 4WD,Gas,White,Brown,0,4, Personal use,"San Jose, CA","25,500"
216, 1VWAP7A35DC064828,Volkswagen,['Passat'],S Sedan Auto (PZEV),2013,"87,862",22,31, Automatic, FWD,Gas,Silver,Black,0,2, Personal use,"Houston, TX","12,000"
217, 3FA6P0HD5KR111505,Ford,['Fusion'],SE FWD,2019,"91,380",23,34, Automatic, FWD,Gas,White,Black,2,1, Fleet use,"Reno, NV","17,288"
218, WA1ANAFY5K2023087,Audi,['Q5'],Premium,2019,"20,707",22,27, Automatic, AWD,Gas,Gray,Black,0,1, Personal use,"Newport Beach, CA","35,389"
219, 1FT7W2B62KEC28601,Ford,"['Super', 'Duty', 'F-250']",XLT 4WD Crew Cab 6.75' Box,2019,"43,676",,, Automatic, 4WD,Gas,Red,Gray,0,1, Personal use,"Marietta, GA","49,888"
220, 1G1BE5SM5H7177694,Chevrolet,['Cruze'],LT with 1SD Sedan Automatic,2017,"90,575",30,40, Automatic, FWD,Gas,White,Gray,0,1, Personal use,"Ardmore, PA","13,717"
221, 2C3CCABG6DH547381,Chrysler,['300'],S RWD,2013,"124,551",19,31, Automatic, RWD,Gas,Black,Black,1,2, Personal use,"Freeport, NY","11,990"
222, 1C6JJTBGXML524328,Jeep,['Gladiator'],Rubicon,2021,"17,349",16,23, Automatic, 4WD,Gas,Black,Black,0,1, Personal use,"Virginia Beach, VA","52,102"
223, 1C4NJPBA3GD811599,Jeep,['Patriot'],Sport FWD,2016,"104,072",23,30, Automatic, FWD,Gas,Blue,Gray,1,2, Personal use,"Billings, MT","11,000"
224, 3KPA24AD2LE296304,Kia,['Rio'],S Sedan IVT,2020,"48,141",33,41, Automatic, FWD,Gas,Black,Black,0,1, Personal use,"Fargo, ND","18,497"
225, LYV102RL2KB233283,Volvo,['XC60'],T5 Inscription AWD,2019,"37,400",20,27, Automatic, AWD,Gas,Blue,Brown,0,1, Personal use,"Olathe, KS","37,995"
226, JTJBZMCA4H2029623,Lexus,['RX'],RX 350 AWD,2017,"32,751",19,26, Automatic, AWD,Gas,White,Unknown,1,1, Personal use,"Pinellas Park, FL","37,566"
227, 1C4RJFJM7FC853236,Jeep,"['Grand', 'Cherokee']",Summit 4WD,2015,"57,219",17,24, Automatic, 4WD,Diesel,Brown,Black,0,2, Personal use,"Denton, TX","28,500"
228, 4S4BSAFC0K3227633,Subaru,['Outback'],2.5i Premium,2019,"56,652",25,32, Automatic, AWD,Gas,Black,Beige,0,1, Fleet use,"Tampa, FL","23,000"
229, 3GCUKREC9JG497744,Chevrolet,"['Silverado', '1500']",LT Crew Cab Short Box 4WD,2018,"82,058",17,22, Automatic, 4WD,Gas,Silver,Black,0,1, Personal use,"Baytown, TX","31,111"
230, 1C4RJFAGXKC687136,Jeep,"['Grand', 'Cherokee']",Altitude 4WD,2019,"29,231",18,25, Automatic, 4WD,Gas,White,Black,1,1, Personal use,"Merriam, KS","33,495"
231, 1C4RJFAG8JC453723,Jeep,"['Grand', 'Cherokee']",Laredo E 4WD,2018,"98,850",18,25, Automatic, 4WD,Gas,Gray,Black,0,1, Personal use,"Gresham, OR","24,950"
232, 4JGDF6EE1GA665786,Mercedes-Benz,['GL'],GL 450 4MATIC,2016,"108,150",17,21, Automatic, AWD,Gas,White,Unknown,0,1, Personal use,"Boise, ID","26,500"
233, 4S4BSALC4F3280121,Subaru,['Outback'],2.5i Limited (PZEV),2015,"102,000",25,33, Automatic, AWD,Gas,Blue,Beige,0,1, Personal use,"Clarksville, TN","18,888"
234, 3FA6P0D93KR123931,Ford,['Fusion'],Titanium AWD,2019,"69,120",20,29, Automatic, AWD,Gas,Gray,Brown,0,2, Personal use,"Decatur, IL","24,998"
235, 1G1ZD5ST9LF051006,Chevrolet,['Malibu'],LT,2020,"70,991",29,36, Automatic, FWD,Gas,Blue,Black,0,1, Personal use,"Live Oak, TX","22,500"
236, JTDEPRAE4LJ007306,Toyota,['Corolla'],LE CVT,2020,"25,338",30,38, Automatic, FWD,Gas,Black,Gray,1,1, Personal use,"Greensboro, NC","22,000"
237, 2FMPK4K9XKBB48522,Ford,['Edge'],Titanium AWD,2019,"34,239",21,28, Automatic, AWD,Gas,Black,Black,0,1, Personal use,"Live Oak, FL","31,750"
238, 3C4NJDCB4JT264124,Jeep,['Compass'],Limited 4WD,2018,"29,809",22,30, Automatic, 4WD,Gas,Black,Black,0,2, Personal use,"West Chester, OH","26,699"
239, 1G11Z5S32KU106453,Chevrolet,['Impala'],LT with 1LT,2019,"74,556",22,29, Automatic, FWD,Gas,Black,Black,0,2, Personal use,"Bradenton, FL","20,000"
240, WBA5R7C59KAJ80990,BMW,"['3', 'Series']",330i xDrive Sedan,2019,"30,790",25,34, Automatic, AWD,Gas,Gray,Beige,0,2, Personal use,"Rockingham, NC","36,332"
241, 1FTFW1E14JFE25509,Ford,['F-150'],Platinum SuperCrew 5.5' Box 4WD,2018,"28,306",16,22, Automatic, 4WD,Diesel,Black,Black,0,1, Personal use,"Bradenton, FL","51,569"
242, WBA3R5C55FK372547,BMW,"['4', 'Series']",435i xDrive Coupe,2015,"60,331",20,30, Automatic, AWD,Gas,Black,Unknown,0,2, Personal use,"Tallahassee, FL","25,997"
243, 3TYCZ5AN3MT050375,Toyota,['Tacoma'],TRD Off Road Double Cab 5' Bed V6 4WD Manual,2021,"5,581",17,20, Manual, 4WD,Gas,Gray,Gray,0,1, Personal use,"Orlando, FL","42,000"
244, WBAXH5C57DDW13143,BMW,"['5', 'Series']",528i xDrive Sedan AWD,2013,"69,468",22,33, Automatic, AWD,Gas,Black,Unknown,1,4, Personal use,"Mount Kisco, NY","14,995"
245, 1C4RJFBG1JC134579,Jeep,"['Grand', 'Cherokee']",Limited 4WD,2018,"71,269",18,25, Automatic, 4WD,Gas,Red,Black,1,2, Personal use,"Baltimore, MD","28,922"
246, 1G1BC5SM7H7119138,Chevrolet,['Cruze'],LS with 1SB Sedan Automatic,2017,"101,550",30,40, Automatic, FWD,Gas,Silver,Black,0,1, Personal use,"Denver, CO","12,999"
247, 55SWF8EB2KU293436,Mercedes-Benz,['C-Class'],C 300 Sedan 4MATIC,2019,"16,367",,,,,,Black,Black,0,2, Personal use,"Perrysburg, OH","38,500"
248, 3FA6P0H79KR209964,Ford,['Fusion'],SE FWD,2019,"38,054",23,34, Automatic, FWD,Gas,Gray,Unknown,0,1, Fleet use,"Panama City, FL","18,995"
249, 3C4PDCAB2JT532407,Dodge,['Journey'],SE FWD,2018,"67,264",19,25, Automatic, FWD,Gas,Gray,Black,0,1, Personal use,"High Point, NC","15,744"
250, 1FTFW1E5XMFD14406,Ford,['F-150'],XL SuperCrew 5.5' Box 4WD,2021,"5,848",19,22, Automatic, 4WD,Gas,Gray,Black,0,1, Personal use,"Harlingen, TX","47,357"
251, 5N3AA08C18N908006,INFINITI,['QX56'],4WD,2008,"126,002",12,17, Automatic, 4WD,Gas,Silver,Unknown,0,6, Personal use,"Fort Pierce, FL","11,995"
252, WDC0G4KB2JV021612,Mercedes-Benz,['GLC'],GLC 300 4MATIC SUV,2018,"79,439",21,28, Automatic, AWD,Gas,Gray,Black,1,3, Personal use,"Richmond, VA","29,000"
253, KNMAT2MV0HP505746,Nissan,['Rogue'],SV AWD,2017,"70,818",25,32, Automatic, AWD,Gas,Green,Black,0,2, Fleet use,"Sacramento, CA","19,500"
254, 5N1DL0MM0JC527988,INFINITI,['QX60'],3.5 AWD,2018,"46,440",19,26, Automatic, AWD,Gas,Black,Gray,0,1, Personal use,"Boise, ID","30,739"
255, 1FTEW1E56JFE74242,Ford,['F-150'],XLT SuperCrew 5.5' Box 4WD,2018,"54,487",18,23, Automatic, 4WD,Gas,Red,Beige,0,1, Personal use,"Coral Gables, FL","36,900"
256, 1HGCR2F59EA285009,Honda,['Accord'],Sport Sedan I4 CVT,2014,"123,877",26,34, Automatic, FWD,Gas,Silver,Black,0,2, Fleet use,"Smyrna, GA","14,500"
257, 1C6SRFCT4KN532842,Ram,['1500'],"Tradesman Quad Cab 6'4"" Box 4WD",2019,"125,041",19,24, Automatic, 4WD,Gas,Silver,Black,0,1, Personal use,"Hollywood, FL","23,995"
258, 2HKRW2H50JH638108,Honda,['CR-V'],EX AWD,2018,"61,961",,,,,,Silver,Black,0,1, Personal use,"Tappahannock, VA","25,999"
259, 1FTEW1EP9MKD77890,Ford,['F-150'],XLT SuperCrew 5.5' Box 4WD,2021,"8,223",,,,,,Black,Black,0,1, Personal use,"Houston, TX","50,000"
260, 5TDDZRFHXJS487683,Toyota,['Highlander'],Limited V6 AWD,2018,"63,682",20,26, Automatic, AWD,Gas,Red,Black,0,1, Personal use,"Philadelphia, PA","33,950"
261, 1N4AL3AP1FN354443,Nissan,['Altima'],2.5 S,2015,"79,902",27,38, Automatic, FWD,Gas,White,Black,2,2, Personal use,"Newport Beach, CA","14,999"
262, 5YFEPMAE9MP194879,Toyota,['Corolla'],LE CVT,2021,"31,586",30,38, Automatic, FWD,Gas,Silver,Gray,0,1, Fleet use,"Tampa, FL","21,995"
263, JTHCE1BL9FA002262,Lexus,['GS'],GS 350 AWD,2015,"121,197",19,26, Automatic, AWD,Gas,Gray,Black,0,3, Fleet use,"Concord, NC","20,985"
264, 1C6RR7TT9FS783142,Ram,['1500'],"Big Horn Crew Cab 6'4"" Box 4WD",2015,"110,256",15,21, Automatic, 4WD,Gas,Blue,Gray,0,2, Personal use,"Orlando, FL","22,034"
265, 1GNERFKW0LJ193482,Chevrolet,['Traverse'],LS with 1LS FWD,2020,"44,562",18,27, Automatic, FWD,Gas,Black,Black,0,1, Personal use,"Little River, SC","29,549"
266, 1GKS2BKC9FR135427,GMC,['Yukon'],SLT 4WD,2015,"75,350",16,22, Automatic, 4WD,Gas,Purple,Black,0,1, Personal use,"Greensboro, NC","32,995"
267, 1C4RJFJT0HC675132,Jeep,"['Grand', 'Cherokee']",Summit 4WD,2017,"92,787",18,25, Automatic, 4WD,Gas,Gray,Gray,1,3, Personal use,"Youngsville, NC","28,500"
268, 1C6RR7FT5GS292371,Ram,['1500'],"Express Quad Cab 6'4"" Box 4WD",2016,"109,811",16,23, Automatic, 4WD,Gas,White,Gray,0,3, Fleet use,"Live Oak, TX","24,998"
269, 1C4RJKDG6M8185167,Jeep,"['Grand', 'Cherokee']",L Overland 4WD,2021,"12,879",18,25, Automatic, 4WD,Gas,Black,Black,0,1, Personal use,"Gettysburg, PA","56,000"
270, 4JGDF6EE7KB238180,Mercedes-Benz,['GLS'],GLS 450 4MATIC SUV,2019,"50,862",,,,,,Gray,Black,0,1, Personal use,"Addison, TX","52,800"
271, WDDGF8AB0DR266959,Mercedes-Benz,['C-Class'],C 300 4MATIC Sport Sedan,2013,"77,300",20,28, Automatic, AWD,Gas,Black,Red,0,3, Personal use,"Harlingen, TX","17,500"
272, 3N1AB7AP9HY254782,Nissan,['Sentra'],SV CVT,2017,"97,387",29,37, Automatic, FWD,Gas,Silver,Black,1,2, Fleet use,"Jane, MO","12,238"
273, SALWG2RU4KA862568,Land,"['Rover', 'Range', 'Rover', 'Sport']",Turbo i6 MHEV SE,2019,"28,031",19,25, Automatic, 4WD,and,Silver,Unknown,0,1, Personal use,"Lubbock, TX","59,620"
274, WBAYF8C51FD653894,BMW,"['7', 'Series']",750Li xDrive,2015,"35,449",16,24, Automatic, AWD,Gas,Black,Black,0,2, Personal use,"Melbourne, FL","32,990"
275, 3TMDZ5BN7HM024169,Toyota,['Tacoma'],SR5 Double Cab 6.1' Bed V6 4WD Automatic,2017,"55,084",18,23, Automatic, 4WD,Gas,Gray,Gray,0,3, Fleet use,"Lincoln, NE","31,600"
276, 5FPYK3F62KB003424,Honda,['Ridgeline'],RTL-T AWD,2019,"40,071",18,25, Automatic, AWD,Gas,White,Black,0,2, Personal use,"Kalamazoo, MI","34,789"
277, 5TFSZ5AN3HX058516,Toyota,['Tacoma'],TRD Off Road Access Cab 6.1' Bed V6 4WD Automatic,2017,"113,920",18,23, Automatic, 4WD,Gas,Red,Gray,0,1, Personal use,"Clarksville, TN","27,492"
278, 3N1AB7AP7DL642326,Nissan,['Sentra'],SR CVT,2013,"91,087",30,39, Automatic, FWD,Gas,Black,Black,0,3, Personal use,"Colma, CA","9,595"
279, WA1VAAF78KD023531,Audi,['Q7'],Prestige 3.0,2019,"26,516",19,25, Automatic, AWD,Supercharged,White,Black,0,1, Personal use,"Manassas, VA","53,000"
280, 19XFB2F5XDE010535,Honda,['Civic'],LX Sedan Automatic,2013,"102,711",28,39, Automatic, FWD,Gas,White,Unknown,0,3, Personal use,"ORLANDO, FL","12,599"
281, 5NPD74LF6KH456871,Hyundai,['Elantra'],SE 2.0L Automatic,2019,"91,031",29,38, Automatic, FWD,Gas,Gray,Black,0,1, Personal use,"Fresno, CA","15,500"
282, JF2SHADC6DH441104,Subaru,['Forester'],2.5X Premium Auto,2013,"145,394",21,27, Automatic, AWD,Gas,White,Gray,0,2, Personal use,"Roseville, CA","10,000"
283, KNMAT2MVXLP500644,Nissan,['Rogue'],SV AWD,2020,"69,509",25,32, Automatic, AWD,Gas,Silver,Black,0,2, Personal use,"San Antonio, TX","22,899"
284, 5N1AT2MV5KC829804,Nissan,['Rogue'],S AWD,2019,"13,258",25,32, Automatic, AWD,Gas,Silver,Black,0,2, Personal use,"Montclair, CA","24,998"
285, 3N1CN7AP1KL878449,Nissan,['Versa'],SV Sedan CVT,2019,"37,652",31,39, Automatic, FWD,Gas,Black,Black,1,1, Personal use,"Dallas, TX","16,500"
286, 3N1AB7AP5KY397073,Nissan,['Sentra'],S CVT,2019,"45,252",27,35, Automatic, FWD,Gas,Silver,Black,1,2, Fleet use,"Twin Falls, ID","18,250"
287, WDDGF8AB3ER302127,Mercedes-Benz,['C-Class'],C 300 4MATIC Sport Sedan,2014,"48,990",20,27, Automatic, AWD,Gas,Gray,Black,0,2, Personal use,"Atlantic Highlands, NJ","20,995"
288, 5N1AL0MM1DC341500,INFINITI,['JX35'],AWD,2013,"122,523",17,23, Automatic, AWD,Gas,Black,Gray,0,3, Personal use,"Nevada, MO","14,999"
289, WAUGFAFC5FN033170,Audi,['A6'],Premium Plus Sedan 2.0T quattro,2015,"123,023",20,29, Automatic, AWD,Gas,Silver,Black,0,2, Personal use,"Abbeville, LA","13,999"
290, 2C3CDXCT2HH511334,Dodge,['Charger'],R/T RWD,2017,"38,785",16,25, Automatic, RWD,Gas,Gray,Black,0,1, Personal use,"Union City, GA","29,900"
291, 5J8TB4H56FL024570,Acura,['RDX'],AWD with Technology Package,2015,"128,850",19,27, Automatic, AWD,Gas,White,Beige,0,2, Fleet use,"Houston, TX","16,800"
292, 1C4RJFBG5KC841234,Jeep,"['Grand', 'Cherokee']",Limited 4WD,2019,"38,373",18,25, Automatic, 4WD,Gas,White,Black,0,1, Personal use,"Wesley Chapel, FL","33,500"
